candidate_id,expression_hash,run,source_round,generator_arm,generator_route,source_generator,source_lane,factor_lane,field_family,primitive_family,event_state_family,horizon_bucket,turnover_bucket,family_id,motif_id,subtree_hashes,phase3ca_proxy_quality,proxy_quality,aligned_ic_mean,spread_hit_rate,mean_one_way_turnover,fields,expression,train_reward,train_day_sortino,train_minute_sortino,train_worst_horizon_day_sortino,train_median_horizon_day_sortino,train_horizon_sortino_stdev,train_day_mcmc_p25,train_day_mcmc_prob_gt_0,train_mean_one_way_turnover,validation_day_sortino,validation_day_mcmc_prob_gt_0,holdout_day_sortino,holdout_day_mcmc_prob_gt_0,inherited_blockers,train_reward_blockers,train_reward_decision,seed,round_id,parent_id,mutation_type,blocker_flags,validation_mcmc_prob_gt_0,holdout_mcmc_prob_gt_0,parallel_chunk_id
phase3cp_01909,5f7fc7af180dc6beab70a52a,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_divergence::rx_flow_amount_volume::product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,54ef9029e572087d02,d41553ff878f8f4b67,e34e84c4ecf0,0.22564387,0.03527598,0.03527598,0.54938638,0.42,amount|m1_first30_vwap|open,"CSRank(Mul(ZScore(Div(Sub($m1_first30_vwap,$open),Add(Abs($open),0.000001))),ZScore(Delta($amount,30))))",-0.90875821,-0.6753994,-0.6753994,-0.95562543,-0.66082604,0.27912923,-0.71395944,0,0.75745373,-0.85683557,0,-0.75902665,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,1
phase3cp_01819,7c6e23c26a18981c7d6e204b,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_range_location::rx_intraday_price_location::product,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,371948cbdc39c373f4,d0d93ccd75919936c7,7250790eb92e,0.22541891,0.03521027,0.03521027,0.54929438,0.42,close|high|low|vwap,"CSRank(Mul(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))),ZScore(Delta($vwap,20))))",-0.90933748,-0.69838881,-0.69838881,-0.8444949,-0.67291418,0.16220902,-0.73483273,0,0.77284449,-0.58720341,0,-0.74933698,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_00849,4f2b8d35cb66156f4aee79c0,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::rx_intraday_price_location::slow_residual,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,e6b0a2f12a5dcf92eb,c52933daaadf69a075,ffe14249775c,0.23597235,0.03829601,0.03829601,0.55361442,0.34,m1_first15_last_close|open|vwap,"CSRank(SafeCSResidual(CSRank(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2)),CSRank(Mean(ZScore(Delta($vwap,2)),30)),20,5,0.8))",-0.91190262,-0.66137696,-0.66137696,-0.88929253,-0.6373765,0.22166911,-0.70755091,0,0.7957493,-0.44370075,0.05833333,-0.83986626,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.05833333,0.0,2
phase3cp_01510,c26c62fddb290e15eaede4f2,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_opening_divergence::rx_intraday_price_location::residual,opening_state,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,14fca4542a3e11e0ca,6cda42e37ee630d8e0,8208ae52c31f,0.22386536,0.03870342,0.03870342,0.55418478,0.58,m1_first15_last_close|open|vwap,"CSRank(CSResidual(CSRank(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),CSRank(Delta($vwap,8))))",-0.91216563,-0.66758803,-0.66758803,-0.91601746,-0.60131263,0.19378902,-0.70791831,0,0.78253892,-0.42956561,0.045,-0.71767845,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.045,0.0,2
phase3cp_01384,67cc198bd75de97b117a2699,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,rx_opening_divergence::inverted,opening_state,cross_sectional+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,a9f7f7a5c0f277fb8c,ffeb8c9ca53ba86411,f193c9fa0ab7,0.22249913,0.03830379,0.03830379,0.5536253,0.58,m1_first15_last_close|open,"Neg(CSRank(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001)))))",-0.91267749,-0.67228095,-0.67228095,-0.92854451,-0.63933034,0.24793965,-0.71219258,0,0.77446443,-0.54538804,0,-0.76827335,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_00603,efe68769e0ce21862a50ea77,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,c38f5124c86c111054,df17d144f70d0aa785,664b0b0acd96,0.23714893,0.03864005,0.03864005,0.55409607,0.28,amount|ctx_sent_max_lb_num|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_max_lb_num,$amount,20,5,0.8)),30)))",-0.9163254,-0.67098562,-0.67098562,-0.93128794,-0.66598733,0.20146592,-0.71631884,0,0.77826341,-0.50098649,0.01833333,-0.68844478,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.01833333,0.0,2
phase3cp_01236,243ba3e61c29e21a0bbc5124,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,b89c5258605d52e233,edf7f5dda4d3c235b6,addc0f747d26,0.23372893,0.03764005,0.03764005,0.55269607,0.34,amount|ctx_sent_lb_3_num|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8)),30)))",-0.91658944,-0.67098562,-0.67098562,-0.93128794,-0.66598733,0.20146592,-0.71763905,0,0.77826341,-0.50098649,0.02666667,-0.68844478,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.02666667,0.0,2
phase3cp_00616,87c5b8548ef4c51c12add480,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,f76f3e427f9418960b,88cfcab48d45eb141f,da1c4126b7da,0.23714893,0.03864005,0.03864005,0.55409607,0.28,amount|ctx_sent_lb_2_num|m1_first5_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_2_num,$amount,20,5,0.8)),30)))",-0.91686724,-0.67098562,-0.67098562,-0.93128794,-0.66598733,0.20146592,-0.71902804,0,0.77826341,-0.50098649,0.02333333,-0.68844478,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.02333333,0.0,3
phase3cp_01792,8730e415b5d4f7e89377ea8e,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_intraday_price_location::rx_range_location::spread,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,medium_turnover,cd0ede758aae742ccb,5f1db57a26a37708ab,e2b56912a62c,0.2397781,0.03940874,0.03940874,0.55517223,0.48,high|low|open|vwap,"CSRank(Sub(ZScore(Sub(Div(Sub($vwap,$open),Add(Abs($open),0.000001)),Mean(Div(Sub($vwap,$open),Add(Abs($open),0.000001)),15))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",-0.91727416,-0.70544121,-0.70544121,-0.96011534,-0.70902151,0.25413689,-0.74368173,0,0.73735509,-0.59526999,0,-0.58419204,0.015,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.015,1
phase3cp_01878,1c98927cbc774fff11973dce,search_outputs,rx_ucb_fresh/round1_scheduler_controlled,rx_ucb_fresh,phase3bs-adaptive-ucb-cem-practice,phase3cp_rx_ucb_fresh_from_co,phase3cp_rx_ucb_fresh_from_co,rx_interaction::rx_opening_range::rx_intraday_price_location::product,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,ed6cb5857267db07e5,82944dfebf97aab8b9,9047c62e9da5,0.22346564,0.0346391,0.0346391,0.54849474,0.42,m1_first30_range|open|vwap,"CSRank(Mul(ZScore(Div($m1_first30_range,Add(Abs($open),0.000001))),ZScore(Delta($vwap,10))))",-0.91794457,-0.69979548,-0.69979548,-0.94937312,-0.72524362,0.21473531,-0.7563816,0,0.74258328,-0.768838,0,-0.82006092,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,rx_ucb_fresh/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_00143,abcf34e29dd924ddb6791d75,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::rx_flow_amount_volume::slow_spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,275d75bd15e5179b19,8b6739e1a84056cf46,61e810e12287,0.2389207,0.03915813,0.03915813,0.55482138,0.28,amount_yuan|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(ZScore(Div(Mean($amount_yuan,10),Add(Abs(Mean($amount_yuan,30)),0.000001))),30)))",-0.91798015,-0.66358535,-0.66358535,-0.91903537,-0.63307482,0.20238025,-0.71105978,0,0.79138321,-0.52575784,0.01166667,-0.8290349,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.01166667,0.0,3
phase3cp_01534,27a7b92dda809ab3bec58dd5,search_outputs,challenger_repair/round1_scheduler_controlled,challenger_repair,future-phase3cr-repair,phase3cp_challenger_repair_from_co,phase3cp_challenger_repair_from_co,cem_interaction::rx_opening_divergence::rx_range_location::signed_state,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0fa5a512d65fbe84e,1fb79716dbc8773e6d,2419bd875e70,0.22571545,0.03924437,0.03924437,0.55494212,0.58,high|low|m1_first5_last_close|open,"CSRank(Mul(Sign(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001)))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),30))))",-0.9185596,-0.69442017,-0.69442017,-0.95897995,-0.69623013,0.3061359,-0.74663189,0,0.74674285,-0.74418396,0,-0.80359593,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc,HOLD_TRAIN_REWARD,,challenger_repair/round1_scheduler_controlled,,,,0.0,0.0,4
phase3cp_00949,6f1851a26ae59e9a60319fcd,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::rx_flow_amount_volume::slow_residual,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,e61c1276e2a024eab6,11f341bdff1c4f2172,8e3327fd2620,0.23553216,0.03816739,0.03816739,0.55343434,0.34,amount_yuan|m1_first15_last_close|open,"CSRank(SafeCSResidual(CSRank(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2)),CSRank(Mean(ZScore(Delta($amount_yuan,15)),30)),20,5,0.8))",-0.92062131,-0.68935649,-0.68935649,-0.90952028,-0.62487552,0.17741566,-0.72780585,0,0.774712,-0.54347778,0.00333333,-0.87307089,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.00333333,0.0,1
phase3cp_00599,05f4178dd4c345d5c43280b0,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,360d497e60a2369356,0806973a96f78252f3,81593c398b38,0.2374236,0.03872046,0.03872046,0.55420864,0.28,ctx_sent_tiandi_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(ValidRatioGate($ctx_sent_tiandi_num,60,0.8)),30)))",-0.92062402,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.72630267,0,0.77611478,-0.48209812,0.025,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.025,0.0,4
phase3cp_01246,7d256bd82241749a471f75b0,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,3b8c0cc63287576bf4,727e6753ad9b6e0a19,474635f4c4f7,0.23372812,0.03763974,0.03763974,0.55269564,0.34,amount|ctx_sent_uplimit_num|m1_first15_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_uplimit_num,$amount,20,5,0.8)),30)))",-0.92102801,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.72832265,0,0.77611478,-0.48209812,0.01333333,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.01333333,0.0,4
phase3cp_00016,156bdf7a8fc440a80e1bf909,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware::rx_range_location::inverted_smooth20,range_location,cross_sectional+time_series+arithmetic+state_transform,none,multi_or_unknown,low_turnover,5a1c14001d4463589c,327634f00a3483eee7,aef003939dd0,0.24369368,0.04055362,0.04055362,0.55677506,0.28,close|high|low,"Neg(CSRank(Mean(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))),20)))",-0.92127341,-0.6615809,-0.6615809,-0.92364773,-0.62939597,0.21193867,-0.7014212,0,0.79827699,-0.7032812,0,-0.7326222,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.0,0.0,3
phase3cp_00469,a2aa2ab17f3c620520fe8cde,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,a3f3ff0a01a10da452,fb19822f11ee0781dc,21375a27a78d,0.23758703,0.03876818,0.03876818,0.55427545,0.28,ctx_sent_damian_num|m1_first15_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(ValidRatioGate($ctx_sent_damian_num,60,0.8)),30)))",-0.92175899,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.73197756,0,0.77611478,-0.48209812,0.02166667,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.02166667,0.0,3
phase3cp_00578,a21471e204685fb343143c7b,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,f0aa2cb9736d46a8d6,552f6114b4868ef572,20ff6aab4b68,0.2374236,0.03872046,0.03872046,0.55420864,0.28,ctx_sent_lb_h_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(ValidRatioGate($ctx_sent_lb_h_num,60,0.8)),30)))",-0.92182051,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.73228517,0,0.77611478,-0.48209812,0.04333333,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.04333333,0.0,3
phase3cp_00565,db085b9bd3d918e8c50028da,search_outputs,turnover_aware_fresh/round1_scheduler_controlled,turnover_aware_fresh,phase3cw-turnover-aware,phase3cp_turnover_aware_fresh_from_co,phase3cp_turnover_aware_fresh_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,125028f3be403a25ca,780b85587c4c64e587,ee685dd0240f,0.2374236,0.03872046,0.03872046,0.55420864,0.28,ctx_sent_mian_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(ValidRatioGate($ctx_sent_mian_num,60,0.8)),30)))",-0.92182051,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.73228517,0,0.77611478,-0.48209812,0.04333333,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,turnover_aware_fresh/round1_scheduler_controlled,,,,0.04333333,0.0,4
phase3cp_01288,0de518b8463c2a80ebb717d6,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,5637467bf4afb467ba,1ddf98e4118c53419e,119f4e418647,0.23356469,0.03759202,0.03759202,0.55262883,0.34,amount|ctx_sent_zb_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_zb_num,$amount,20,5,0.8)),30)))",-0.92183287,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.73234697,0,0.77611478,-0.48209812,0.02,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.02,0.0,2
phase3cp_01237,f0fa30e4fbbb48a6f366c1c5,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_product,flow_amount_volume+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,low_turnover,0a4a03a6dfde559beb,5a67d7e28da4be1387,6fa47264f261,0.23372812,0.03763974,0.03763974,0.55269564,0.34,amount|ctx_sent_tiandi_num|m1_first15_last_close|open,"CSRank(Mul(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_tiandi_num,$amount,20,5,0.8)),30)))",-0.92199342,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.73314971,0,0.77611478,-0.48209812,0.025,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.025,0.0,3
phase3cp_01277,7908f873aa329452b9a584a8,search_outputs,low_turnover_repair/round1_scheduler_controlled,low_turnover_repair,phase3cw-turnover-aware,phase3cp_low_turnover_repair_from_co,phase3cp_low_turnover_repair_from_co,turnover_aware_interaction::rx_opening_divergence::coverage_guarded_context::slow_spread,flow_amount_volume+limit_event_state+opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,high_board+opening_state,multi_or_unknown,low_turnover,5de0567975ec0124e4,1cfdf2ade4bd266a76,7cac2b80abe1,0.23356469,0.03759202,0.03759202,0.55262883,0.34,amount|ctx_sent_lb_3_num|m1_first15_last_close|open,"CSRank(Sub(Delay(Mean(ZScore(Div(Sub($m1_first15_last_close,$open),Add(Abs($open),0.000001))),15),2),Mean(CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8)),30)))",-0.92216479,-0.68959367,-0.68959367,-0.90600351,-0.62165898,0.17408926,-0.73400656,0,0.77611478,-0.48209812,0.03166667,-0.85941134,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,low_turnover_repair/round1_scheduler_controlled,,,,0.03166667,0.0,1
phase3cp_01763,bde40a8ea255eb65dd52500d,search_outputs,typed_ast_fresh/round1_scheduler_controlled,typed_ast_fresh,phase3bt-ast-algorithm-bakeoff,phase3cp_typed_ast_fresh_from_co,phase3cp_typed_ast_fresh_from_co,cem_interaction::rx_opening_divergence::rx_range_location::signed_state,opening_state+range_location,cross_sectional+time_series+arithmetic+state_transform,opening_state,multi_or_unknown,medium_turnover,b0fa5a512d65fbe84e,1fb79716dbc8773e6d,2419bd875e70,0.24038331,0.03958569,0.03958569,0.55541996,0.48,high|low|m1_first5_last_close|open,"CSRank(Mul(Sign(ZScore(Div(Sub($m1_first5_last_close,$open),Add(Abs($open),0.000001)))),ZScore(Std(Div(Sub($high,$low),Add(Abs($open),0.000001)),20))))",-0.92234484,-0.69133904,-0.69133904,-0.96252037,-0.70080686,0.30386036,-0.74150377,0,0.75423669,-0.74393394,0,-0.76154207,0,,non_positive_train_day_sortino|non_positive_worst_horizon_train_sortino|weak_train_day_mcmc|extreme_turnover,HOLD_TRAIN_REWARD,,typed_ast_fresh/round1_scheduler_controlled,,,,0.0,0.0,2
