"rel_path","size_bytes","has_error_token","tail"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0078_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0078_stdout.log","2776","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0079_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0079_stdout.log","2814","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0080_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0080_stdout.log","2743","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0081_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0081_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0082_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0082_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0083_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0083_stdout.log","2776","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0084_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0084_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0085_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0085_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0086_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0086_stdout.log","2744","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0087_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0087_stdout.log","2749","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0088_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0088_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0089_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0089_stdout.log","2744","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0090_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0090_stdout.log","2743","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0091_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0091_stdout.log","2749","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0092_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0092_stdout.log","2776","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0093_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0093_stdout.log","2744","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0094_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0094_stdout.log","2744","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0095_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0095_stdout.log","2815","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0096_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0096_stdout.log","2743","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0097_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0097_stdout.log","2816","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0098_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0098_stdout.log","2814","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0099_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0099_stdout.log","2816","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0100_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0100_stdout.log","2783","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0101_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0101_stdout.log","2743","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0102_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0102_stdout.log","2777","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0103_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0103_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0104_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0104_stdout.log","2744","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0105_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0105_stdout.log","2782","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0106_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0106_stdout.log","2776","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0107_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0107_stdout.log","2777","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0108_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0108_stdout.log","2776","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0109_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0109_stdout.log","2775","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0110_stderr.log","0","False",""
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0110_stdout.log","2743","False","_cache"": true, ""operator_subtree_cache"": true, ""expression_cache_scope"": ""per_shard"", ""feature_matrix_cache_scope"": ""per_shard_context_window"", ""operator_cache_scope"": ""per_shard_context_window"", ""fast_portfolio_loop"": true, ""numba_rank_available"": true, ""numba_rank_enabled"": true, ""operator_cache_max_entries"": 64, ""feature_matrix_cache_max_windows"": 1, ""fast_group_rank"": true, ""omp_threads"": ""1"", ""mkl_threads"": ""1"", ""numexpr_max_threads"": ""4"", ""parallel_workers"": 1, ""global_worker_limit"": 1}}
"
"runtime\phase3ei_historical_ban_short_recheck_20260704\stage0_fast_train_reward\phase3cm_chunks\candidate_subchunk_0111_stderr.log","0","False",""
