field_uid,field_name,record_kind,data_family,source_table,source_field,entity_scope,semantic_role,field_role,pit_status,materialization_status,search_status,recommended_routes,information_status,information_qualified,core_pack_selected,coverage,sample_unique,normalized_entropy,temporal_change_rate,semantic_support_group,qualification_state,qualification_reason,raw_generator_exposure,blocked_reason
capability::fund_ba_accounts_rece_acceleration_at_disclosure,fund_ba_accounts_rece_acceleration_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,disclosure_payload__internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9687726942628904,1023,0.9999777155590199,0.6855409504550051,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_delta,fund_ba_accounts_rece_delta,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8962311921296297,1383,0.9999946920245092,0.04236420940608244,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_delta_at_disclosure,fund_ba_accounts_rece_delta_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,disclosure_payload__internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9760348583877996,1344,1.0,1.0,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_persistence,fund_ba_accounts_rece_persistence,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,internally_derived_persistence,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8918547453703703,13,0.894430223649607,0.02546381998436793,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_persistence_at_disclosure,fund_ba_accounts_rece_persistence_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,disclosure_payload__internally_derived_persistence,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9731299927378358,13,0.7929504159994943,0.4737903225806452,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_slope,fund_ba_accounts_rece_slope,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,internally_derived_slope,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8962311921296297,1383,0.9999845485772751,0.04236420940608244,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_slope_at_disclosure,fund_ba_accounts_rece_slope_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,disclosure_payload__internally_derived_slope,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9760348583877996,1344,1.0,1.0,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_source_yoy,fund_ba_accounts_rece_source_yoy,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,ACCOUNTS_RECE_YOY,STOCK,source_reported_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8747829861111112,1670,0.9999970613481336,0.05553691275167785,FUNDAMENTAL::growth::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_source_yoy_at_disclosure,fund_ba_accounts_rece_source_yoy_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,ACCOUNTS_RECE_YOY,STOCK,disclosure_payload__source_reported_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9680464778503994,1333,0.9999944263647375,1.0,FUNDAMENTAL::growth::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_yoy,fund_ba_accounts_rece_yoy,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,internally_derived_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8747829861111112,1668,0.9999956792758836,0.05545302013422819,FUNDAMENTAL::growth::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_accounts_rece_yoy_at_disclosure,fund_ba_accounts_rece_yoy_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,ACCOUNTS_RECE,STOCK,disclosure_payload__internally_derived_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9680464778503994,1332,0.9999944263647375,0.9989878542510121,FUNDAMENTAL::growth::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_acceleration,fund_ba_fixed_asset_acceleration,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9113498263888888,1081,0.9999852377304911,0.02922470010466146,FUNDAMENTAL::capital_investment::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_acceleration_at_disclosure,fund_ba_fixed_asset_acceleration_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,disclosure_payload__internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9870410367170627,1051,0.999985502259055,0.6850393700787402,FUNDAMENTAL::capital_investment::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_delta,fund_ba_fixed_asset_delta,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9214048032407407,1420,0.9999923310611428,0.04232024842742257,FUNDAMENTAL::capital_investment::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_delta_at_disclosure,fund_ba_fixed_asset_delta_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,disclosure_payload__internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9935205183585313,1380,0.9999954633859623,1.0,FUNDAMENTAL::capital_investment::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_persistence,fund_ba_fixed_asset_persistence,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,internally_derived_persistence,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9173538773148148,33,0.8330808863672998,0.02691354075021995,FUNDAMENTAL::capital_investment::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_persistence_at_disclosure,fund_ba_fixed_asset_persistence_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,disclosure_payload__internally_derived_persistence,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9913606911447084,26,0.8422851221143457,0.43290891283055827,FUNDAMENTAL::capital_investment::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_slope,fund_ba_fixed_asset_slope,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,internally_derived_slope,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9214048032407407,1420,0.9999816491793299,0.04232024842742257,FUNDAMENTAL::capital_investment::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_slope_at_disclosure,fund_ba_fixed_asset_slope_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_capital_investment,balance_sheet_report_em,FIXED_ASSET,STOCK,disclosure_payload__internally_derived_slope,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9935205183585313,1380,0.9999954633859623,1.0,FUNDAMENTAL::capital_investment::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_source_yoy,fund_ba_fixed_asset_source_yoy,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,FIXED_ASSET_YOY,STOCK,source_reported_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8982204861111112,1715,0.9999926831050128,0.0555578250745537,FUNDAMENTAL::growth::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_source_yoy_at_disclosure,fund_ba_fixed_asset_source_yoy_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,FIXED_ASSET_YOY,STOCK,disclosure_payload__source_reported_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9856011519078474,1369,0.9999939349800416,1.0,FUNDAMENTAL::growth::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_yoy,fund_ba_fixed_asset_yoy,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,FIXED_ASSET,STOCK,internally_derived_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8982204861111112,1713,0.9999945127059334,0.05547612239062053,FUNDAMENTAL::growth::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_fixed_asset_yoy_at_disclosure,fund_ba_fixed_asset_yoy_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,FIXED_ASSET,STOCK,disclosure_payload__internally_derived_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9856011519078474,1368,0.9999939349800416,0.9990147783251232,FUNDAMENTAL::growth::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_acceleration,fund_ba_inventory_acceleration,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8812934027777778,1047,0.9999795751723081,0.029264840562817418,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_acceleration_at_disclosure,fund_ba_inventory_acceleration_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,disclosure_payload__internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9793052475979305,1017,0.9999894244549717,0.6860346585117227,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_delta,fund_ba_inventory_delta,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8927589699074074,1376,0.9999834704243766,0.042322389776882935,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_delta_at_disclosure,fund_ba_inventory_delta_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,disclosure_payload__internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9874353288987435,1336,0.9999935337244852,1.0,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_persistence,fund_ba_inventory_persistence,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,internally_derived_persistence,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8892144097222222,15,0.8012466381063066,0.023227030818103057,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_persistence_at_disclosure,fund_ba_inventory_persistence_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,disclosure_payload__internally_derived_persistence,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9852180339985218,14,0.8110234727127239,0.4382591093117409,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_slope,fund_ba_inventory_slope,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,internally_derived_slope,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8927589699074074,1376,0.9999911160800019,0.042322389776882935,FUNDAMENTAL::working_capital::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_slope_at_disclosure,fund_ba_inventory_slope_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,STOCK,disclosure_payload__internally_derived_slope,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9874353288987435,1336,0.9999935337244852,1.0,FUNDAMENTAL::working_capital::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_source_yoy,fund_ba_inventory_source_yoy,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,INVENTORY_YOY,STOCK,source_reported_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8684172453703703,1658,0.9999929818411898,0.05552269078002197,FUNDAMENTAL::growth::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_source_yoy_at_disclosure,fund_ba_inventory_source_yoy_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,INVENTORY_YOY,STOCK,disclosure_payload__source_reported_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9785661492978566,1324,0.9999950520159532,1.0,FUNDAMENTAL::growth::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_yoy,fund_ba_inventory_yoy,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,INVENTORY,STOCK,internally_derived_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8684172453703703,1656,0.9999952134495724,0.05543818135722133,FUNDAMENTAL::growth::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_inventory_yoy_at_disclosure,fund_ba_inventory_yoy_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_growth,balance_sheet_report_em,INVENTORY,STOCK,disclosure_payload__internally_derived_yoy,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9785661492978566,1323,0.9999950520159532,0.9989806320081549,FUNDAMENTAL::growth::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_monetaryfunds_acceleration,fund_ba_monetaryfunds_acceleration,CAPABILITY_FIELD,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,MONETARYFUNDS,STOCK,internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.8983289930555556,1066,0.9999780417763736,0.02924000490055948,FUNDAMENTAL::liquidity_solvency::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_monetaryfunds_acceleration_at_disclosure,fund_ba_monetaryfunds_acceleration_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,MONETARYFUNDS,STOCK,disclosure_payload__internally_derived_acceleration,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9868517165814463,1036,0.999990600125769,0.6853146853146853,FUNDAMENTAL::liquidity_solvency::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_monetaryfunds_delta,fund_ba_monetaryfunds_delta,CAPABILITY_FIELD,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,MONETARYFUNDS,STOCK,internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,SLOW_TEMPORAL_CHANGE,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9083839699074074,1400,0.999995892664159,0.04232120502362396,FUNDAMENTAL::liquidity_solvency::stock-session cross-section::SLOW_TEMPORAL_CHANGE,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
capability::fund_ba_monetaryfunds_delta_at_disclosure,fund_ba_monetaryfunds_delta_at_disclosure,CAPABILITY_FIELD,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,MONETARYFUNDS,STOCK,disclosure_payload__internally_derived_delta,primary,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,REGISTERED_TYPED_CAPABILITY,ROUTE_ELIGIBLE,DISCLOSURE_EVENT,EVALUATED_DEVELOPMENT_ONLY,True,True,0.9934258582907232,1360,1.0,1.0,FUNDAMENTAL::liquidity_solvency::disclosure episode::DISCLOSURE_EVENT,DERIVED_ONLY,"asserted statement field; raw currency level remains blocked and only canonical change, normalized ratio, or source-reported YoY representations are permitted",False,
