candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,typed_gate_decision,typed_gate_reason,registry_version
phase3bp_event_00031,f4d0f4e9190c23955c8e1bab,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_downlimit_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_downlimit_num|evt_uplimit_type_code,"['amount', 'ctx_sent_downlimit_num', 'evt_uplimit_type_code']",0,"CSRank(Sub(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|Sub:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:f4d0f4e9190c23955c8e1bab,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_downlimit_num_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00032,f3197cabc11fe1ebefa35062,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_lt5_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_lt5_num|evt_uplimit_type_code,"['amount', 'ctx_sent_lt5_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:f3197cabc11fe1ebefa35062,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_lt5_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00033,f1348594e2b27dff1a4174ff,"CSRank(Mul(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_ths_hot_rank_diff,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_ths_hot_rank_diff|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_ths_hot_rank_diff', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Mul(CSRank(StateDwell($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>StateDwell>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|StateDwell:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:f1348594e2b27dff1a4174ff,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_ths_hot_rank_diff_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00034,eff00183f73a6afa0bc51e6a,"CSRank(Sub(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_mian_num|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_sent_mian_num', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Sub(CSRank(StateDwell($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>StateDwell>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|StateDwell:1|Sub:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:eff00183f73a6afa0bc51e6a,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_sent_mian_num_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00035,ef420eb1ac6596f95ec92fac,"CSRank(Sub(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_ths_hot_last_price,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_ths_hot_last_price|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_ths_hot_last_price', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Sub(CSRank(StateDwell($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>StateDwell>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|StateDwell:1|Sub:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:ef420eb1ac6596f95ec92fac,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_ths_hot_last_price_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00036,ecb0a37e94ac1cf29ccbbf9e,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_mian_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_mian_num|evt_uplimit_type_code,"['amount', 'ctx_sent_mian_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:ecb0a37e94ac1cf29ccbbf9e,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_mian_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00037,ec567a4a62627f67be881e10,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_ths_hot_rank,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_ths_hot_rank|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_ths_hot_rank', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:ec567a4a62627f67be881e10,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_ths_hot_rank_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00038,ec36224509e956cd6e7605e5,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_lb_3_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_lb_3_num|evt_uplimit_type_code,"['amount', 'ctx_sent_lb_3_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:ec36224509e956cd6e7605e5,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_lb_3_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00039,e88d7cec7fa078d09a85fc56,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_up_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_up_num|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_sent_up_num', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:e88d7cec7fa078d09a85fc56,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_sent_up_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00040,e787acd8f94eef883ca981f2,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_zls_strong,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_zls_strong|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_zls_strong', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Sub(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|Sub:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:e787acd8f94eef883ca981f2,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_zls_strong_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00041,e6b8f507d2254857fa2becfd,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_up_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_up_num|evt_uplimit_type_code,"['amount', 'ctx_sent_up_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:e6b8f507d2254857fa2becfd,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_up_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00042,e25c1f8175c750a80c3582e7,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_down_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_down_num|evt_uplimit_type_code,"['amount', 'ctx_sent_down_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:e25c1f8175c750a80c3582e7,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_down_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00043,e0133cacaf5dd9be4dc7b014,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_ths_hot_last_pct,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_ths_hot_last_pct|evt_uplimit_type_code,"['amount', 'ctx_ths_hot_last_pct', 'evt_uplimit_type_code']",0,"CSRank(Sub(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|Sub:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:e0133cacaf5dd9be4dc7b014,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_ths_hot_last_pct_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00044,de3e024e100cda49bcf5f7f5,"CSRank(Mul(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_ths_hot_circulation_value,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_ths_hot_circulation_value|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_ths_hot_circulation_value', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Mul(CSRank(StateDwell($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>StateDwell>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|StateDwell:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:de3e024e100cda49bcf5f7f5,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_ths_hot_circulation_value_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00045,dd5acc2db5cd7c62be813a71,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_zls_lbgd,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_zls_lbgd|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_zls_lbgd', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Sub(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|Sub:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:dd5acc2db5cd7c62be813a71,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_zls_lbgd_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00046,dc7b989cd912170cbb55972f,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_zls_lbgd,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_zls_lbgd|evt_uplimit_type_code,"['amount', 'ctx_zls_lbgd', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:dc7b989cd912170cbb55972f,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_zls_lbgd_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00047,dc333ecead3d031655a70c97,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_zb_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_zb_num|evt_uplimit_type_code,"['amount', 'ctx_sent_zb_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:dc333ecead3d031655a70c97,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_zb_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00048,db629ff193dd54c657546ef2,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_up_limit_keep_times,10)),CSRank(SafeCSResidual($ctx_sent_downlimit_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_downlimit_num|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_sent_downlimit_num', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Sub(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|Sub:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:db629ff193dd54c657546ef2,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_window_state_count_10 x ctx_sent_downlimit_num_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00049,d9e9e2ef243c2898ee2480a7,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_downlimit_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_downlimit_num|evt_uplimit_type_code,"['amount', 'ctx_sent_downlimit_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:d9e9e2ef243c2898ee2480a7,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_downlimit_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00050,d3579c3c8d890d3ddf3e09a2,"CSRank(Mul(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_zls_lbgd,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_zls_lbgd|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_zls_lbgd', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Mul(CSRank(StateDwell($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>StateDwell>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|StateDwell:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:d3579c3c8d890d3ddf3e09a2,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_zls_lbgd_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00051,d2eb38f95062021f62eafd67,"CSRank(Sub(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_lb_2_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_lb_2_num|evt_uplimit_type_code,"['amount', 'ctx_sent_lb_2_num', 'evt_uplimit_type_code']",0,"CSRank(Sub(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|Sub:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:d2eb38f95062021f62eafd67,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_lb_2_num_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00052,d1a2e0d27ff24936ade28527,"CSRank(Mul(CSRank(WindowStateCount($evt_uplimit_type_code,10)),CSRank(SafeCSResidual($ctx_sent_tiandi_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_x_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_tiandi_num|evt_uplimit_type_code,"['amount', 'ctx_sent_tiandi_num', 'evt_uplimit_type_code']",0,"CSRank(Mul(CSRank(WindowStateCount($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Mul>CSRank>WindowStateCount>CSRank>SafeCSResidual,CSRank:3|Mul:1|SafeCSResidual:1|WindowStateCount:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,4,wincount_le_4,20,maxwin_le_30,13,complexity_le_14,phase3bp:d1a2e0d27ff24936ade28527,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_type_code_window_state_count_10 x ctx_sent_tiandi_num_safe_residual_amount event_x_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
phase3bp_event_00053,d06271793abc6a323239fbf9,"CSRank(Sub(CSRank(StateDwell($evt_uplimit_up_limit_keep_times,5)),CSRank(SafeCSResidual($ctx_sent_ditian_num,$amount,20,5,0.8))))",typed_event_interaction::event_payload_state::coverage_guarded_context::event_minus_state,phase3bp_true1min_typed_event_state,phase3bp_true1min_typed_event_state,amount|ctx_sent_ditian_num|evt_uplimit_up_limit_keep_times,"['amount', 'ctx_sent_ditian_num', 'evt_uplimit_up_limit_keep_times']",0,"CSRank(Sub(CSRank(StateDwell($F,N)),CSRank(SafeCSResidual($F,$F,N,N,N))))",CSRank>Sub>CSRank>StateDwell>CSRank>SafeCSResidual,CSRank:3|SafeCSResidual:1|StateDwell:1|Sub:1,CSRank,4,depth_le_4,6,opcount_le_6,3,fieldcount_le_4,3,wincount_le_4,20,maxwin_le_30,12,complexity_le_14,phase3bp:d06271793abc6a323239fbf9,0.09,1,read_only_research_candidate,typed event interaction evt_uplimit_up_limit_keep_times_state_dwell_5 x ctx_sent_ditian_num_safe_residual_amount event_minus_state,allow,no blocked field/primitive combination detected,phase3ce1_typed_primitive_gate_v1_20260618
