source_table,source_field,development_safe_non_null,development_safe_missing,scan_status
cash_flow_sheet_report_em,BORROW_REPO_REDUCE_YOY,533,258704,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_FIN_LEASE,152,259085,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_FIN_LEASE_YOY,103,259134,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_RESALE_ADD,598,258639,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_RESALE_ADD_YOY,218,259019,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_RESALE_REDUCE,595,258642,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_RESALE_REDUCE_YOY,217,259020,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_SERVICES,252251,6986,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_SERVICES_YOY,230890,28347,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_SUBSIDIARY_EQUITY,714,258523,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,BUY_SUBSIDIARY_EQUITY_YOY,62,259175,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD,257912,1325,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADDNOTE,162622,96615,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADDNOTE_YOY,143837,115400,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_BALANCE,216404,42833,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_BALANCENOTE,21543,237694,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_BALANCENOTE_YOY,374,258863,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_BALANCE_YOY,906,258331,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_OTHER,20123,239114,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_OTHERNOTE,160,259077,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_OTHERNOTE_YOY,50,259187,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_OTHER_YOY,30,259207,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CCE_ADD_YOY,236198,23039,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,256505,2732,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET_YOY,234061,25176,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CONVERT_BOND_1YEAR,1710,257527,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CONVERT_BOND_1YEAR_YOY,21,259216,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CREDIT_IMPAIRMENT_INCOME,418,258819,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CREDIT_IMPAIRMENT_INCOME_YOY,323,258914,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CURRENCY,259237,0,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CUSTOMER_DEPOSIT_ADD,689,258548,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,CUSTOMER_DEPOSIT_ADD_YOY,489,258748,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEBT_TRANSFER_CAPITAL,2394,256843,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEBT_TRANSFER_CAPITAL_YOY,287,258950,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEFER_INCOME_AMORTIZE,1323,257914,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEFER_INCOME_AMORTIZE_YOY,953,258284,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEFER_TAX,160726,98511,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEFER_TAX_YOY,103151,156086,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_ADD,36,259201,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_ADD_YOY,27,259210,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_INTERBANK_ADD,4715,254522,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_INTERBANK_ADD_YOY,1116,258121,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_IOFI_ADD,405,258832,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_IOFI_ADD_YOY,121,259116,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_IOFI_OTHER,2036,257201,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_IOFI_OTHER_YOY,1743,257494,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_IOFI_REDUCE,412,258825,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_IOFI_REDUCE_YOY,121,259116,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_PBC_ADD,499,258738,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_PBC_ADD_YOY,222,259015,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_PBC_REDUCE,375,258862,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DEPOSIT_PBC_REDUCE_YOY,84,259153,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DIRECT_INVEST_ADD,426,258811,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DIRECT_INVEST_ADD_YOY,3,259234,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DIRECT_INVEST_REDUCE,271,258966,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DIRECT_INVEST_REDUCE_YOY,6,259231,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_AFA_ADD,318,258919,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_AFA_ADD_YOY,33,259204,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_AFA_REDUCE,340,258897,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_AFA_REDUCE_YOY,39,259198,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_LONGASSET_LOSS,117409,141828,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_LONGASSET_LOSS_YOY,94724,164513,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_LONG_ASSET,195477,63760,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_LONG_ASSET_YOY,154035,105202,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_MORTGAGE_ASSET,234,259003,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_MORTGAGE_ASSET_YOY,74,259163,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_SUBSIDIARY_JOINT,278,258959,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_SUBSIDIARY_JOINT_YOY,84,259153,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_SUBSIDIARY_OTHER,31506,227731,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_SUBSIDIARY_OTHER_YOY,9175,250062,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_SUBSIDIARY_OUTFLOW,61,259176,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_SUBSIDIARY_OUTFLOW_YOY,10,259227,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_TFA_ADD,3026,256211,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_TFA_ADD_YOY,510,258727,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_TFA_REDUCE,776,258461,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DISPOSAL_TFA_REDUCE_YOY,356,258881,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DT_ASSET_REDUCE,114394,144843,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DT_ASSET_REDUCE_YOY,100615,158622,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DT_LIAB_ADD,64416,194821,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,DT_LIAB_ADD_YOY,48746,210491,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CASH,142896,116341,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CASH_EQUIVALENTS,7673,251564,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CASH_EQUIVALENTS_YOY,2505,256732,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CASH_YOY,127387,131850,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CCE,235476,23761,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CCE_BALANCE,194800,64437,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CCE_BALANCE_YOY,356,258881,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CCE_OTHER,135,259102,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CCE_OTHER_YOY,15,259222,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,END_CCE_YOY,213965,45272,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,EXCHANGE_LOSS,1200,258037,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,EXCHANGE_LOSS_YOY,1023,258214,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,EXTRACT_INSURANCE_RESERVE,99,259138,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,EXTRACT_INSURANCE_RESERVE_YOY,87,259150,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,EXTRACT_UNEXPIRE_RESERVE,77,259160,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,EXTRACT_UNEXPIRE_RESERVE_YOY,68,259169,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FAIRVALUE_CHANGE_LOSS,45984,213253,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FAIRVALUE_CHANGE_LOSS_YOY,31636,227601,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FA_IR_DEPR,145341,113896,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FA_IR_DEPR_YOY,129958,129279,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FA_SCRAP_LOSS,64718,194519,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FA_SCRAP_LOSS_YOY,42276,216961,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBCCE_ADD,2171,257066,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBCCE_ADD_BALANCE,2142,257095,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBCCE_ADD_BALANCE_YOY,112,259125,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBCCE_ADD_OTHER,0,259237,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBCCE_ADD_OTHER_YOY,0,259237,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBCCE_ADD_YOY,1916,257321,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBNETCASH_OPERATE,2182,257055,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBNETCASH_OPERATE_YOY,1929,257308,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBOPERATE_NETCASH_BALANCE,2170,257067,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBOPERATE_NETCASH_BALANCE_YOY,33,259204,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBOPERATE_NETCASH_OTHER,1917,257320,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FBOPERATE_NETCASH_OTHER_YOY,1486,257751,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_CCE_ADD,109,259128,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_CCE_ADD_BALANCE,108,259129,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_CCE_ADD_BALANCE_YOY,1,259236,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_CCE_ADD_OTHER,16,259221,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_CCE_ADD_OTHER_YOY,13,259224,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_CCE_ADD_YOY,96,259141,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_NETCASH_OPERATE,109,259128,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_NETCASH_OPERATE_YOY,96,259141,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_OPERATE_NETCASH_BALANCE,109,259128,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_OPERATE_NETCASH_BALANCE_YOY,0,259237,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_OPERATE_NETCASH_OTHER,103,259134,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FB_OPERATE_NETCASH_OTHER_YOY,88,259149,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_EXPENSE,137000,122237,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_EXPENSE_YOY,120442,138795,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_INFLOW_BALANCE,191577,67660,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_INFLOW_BALANCE_YOY,1592,257645,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_INFLOW_OTHER,21265,237972,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_INFLOW_OTHER_YOY,672,258565,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_NETCASH_BALANCE,211397,47840,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_NETCASH_BALANCE_YOY,207,259030,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_NETCASH_OTHER,20042,239195,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_NETCASH_OTHER_YOY,0,259237,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_OUTFLOW_BALANCE,209655,49582,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_OUTFLOW_BALANCE_YOY,1392,257845,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_OUTFLOW_OTHER,56559,202678,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINANCE_OUTFLOW_OTHER_YOY,1244,257993,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINASSET_REDUCE,11,259226,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINASSET_REDUCE_YOY,6,259231,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINLEASE_OBTAIN_FA,3090,256147,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINLEASE_OBTAIN_FA_YOY,656,258581,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINLIAB_ADD,2,259235,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FINLIAB_ADD_YOY,1,259236,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FIXED_ASSET_DEPR,944,258293,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,FIXED_ASSET_DEPR_YOY,772,258465,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IA_AMORTIZE,139570,119667,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IA_AMORTIZE_YOY,124186,135051,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IA_LPE_AMORTIZE,1998,257239,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IA_LPE_AMORTIZE_YOY,1751,257486,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INSURED_INVEST_ADD,3339,255898,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INSURED_INVEST_ADD_YOY,181,259056,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INSURED_INVEST_REDUCE,94,259143,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INSURED_INVEST_REDUCE_YOY,50,259187,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INSURED_PLA,276,258961,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INSURED_PLA_YOY,255,258982,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INTERBANK_OTHER_REDUCE,456,258781,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INTERBANK_OTHER_REDUCE_YOY,137,259100,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVENTORY_REDUCE,141192,118045,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVENTORY_REDUCE_YOY,126169,133068,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_INFLOW_BALANCE,201719,57518,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_INFLOW_BALANCE_YOY,2586,256651,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_INFLOW_OTHER,55883,203354,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_INFLOW_OTHER_YOY,760,258477,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_LOSS,119365,139872,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_LOSS_YOY,100451,158786,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_NETCASH_BALANCE,216022,43215,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_NETCASH_BALANCE_YOY,306,258931,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_NETCASH_OTHER,20005,239232,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_NETCASH_OTHER_YOY,1,259236,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_OUTFLOW_BALANCE,215769,43468,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_OUTFLOW_BALANCE_YOY,401,258836,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_OUTFLOW_OTHER,55847,203390,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_OUTFLOW_OTHER_YOY,706,258531,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_PAY_CASH,154028,105209,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,INVEST_PAY_CASH_YOY,110463,148774,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IOFI_ADD,457,258780,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IOFI_ADD_YOY,185,259052,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IR_DEPR,2023,257214,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,IR_DEPR_YOY,1482,257755,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUED_CD_REDUCE,190,259047,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUED_CD_REDUCE_YOY,14,259223,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_BOND,14083,245154,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_BOND_YOY,6024,253213,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_CD,206,259031,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_CD_YOY,56,259181,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_OTHER_BOND,181,259056,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_OTHER_BOND_YOY,21,259216,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_SHARES_EXPENSE,164,259073,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_SHARES_EXPENSE_YOY,0,259237,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_SUBBOND,181,259056,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,ISSUE_SUBBOND_YOY,18,259219,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_ADD,120,259117,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_ADD_YOY,26,259211,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_FUND_ADD,1396,257841,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_FUND_ADD_YOY,646,258591,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_FUND_REDUCE,555,258682,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_FUND_REDUCE_YOY,165,259072,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_RESALE_ADD,1195,258042,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_RESALE_ADD_YOY,729,258508,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_RESALE_REDUCE,912,258325,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LEND_RESALE_REDUCE_YOY,483,258754,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_ADVANCE_ADD,9382,249855,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_ADVANCE_ADD_YOY,4978,254259,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_ADVANCE_REDUCE,20226,239011,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_ADVANCE_REDUCE_YOY,28,259209,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_PBC_ADD,4687,254550,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_PBC_ADD_YOY,863,258374,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_PBC_REDUCE,640,258597,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_PBC_REDUCE_YOY,164,259073,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_REDUCE,40,259197,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LOAN_REDUCE_YOY,28,259209,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LONGASSET_AMORTIZE,46,259191,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LONGASSET_AMORTIZE_YOY,29,259208,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LPE_AMORTIZE,110855,148382,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,LPE_AMORTIZE_YOY,94025,165212,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,MINORITY_INTEREST,34242,224995,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,MINORITY_INTEREST_YOY,27392,231845,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_FINANCE,251578,7659,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_FINANCE_YOY,226024,33213,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_INVEST,257361,1876,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_INVEST_YOY,235229,24008,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_OPERATE,259209,28,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_OPERATENOTE,162622,96615,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_OPERATENOTE_YOY,143903,115334,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETCASH_OPERATE_YOY,237525,21712,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETPROFIT,145259,113978,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NETPROFIT_YOY,130255,128982,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NET_CD,233,259004,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NET_CD_YOY,60,259177,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,NOTICE_DATE,259237,0,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,OBTAIN_SUBSIDIARY_OTHER,37163,222074,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,OBTAIN_SUBSIDIARY_OTHER_YOY,13384,245853,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,OFI_BF_ADD,3616,255621,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,OFI_BF_ADD_YOY,275,258962,DEVELOPMENT_ONLY_COMPLETE
cash_flow_sheet_report_em,OILGAS_BIOLOGY_DEPR,142443,116794,DEVELOPMENT_ONLY_COMPLETE
