source_table,source_field,development_safe_non_null,development_safe_missing,scan_status
balance_sheet_report_em,OIL_GAS_ASSET,5039,269722,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OIL_GAS_ASSET_YOY,628,274133,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OPINION_TYPE,84088,190673,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,ORG_CODE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,ORG_TYPE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OSOOPINION_TYPE,0,274761,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OSOPINION_TYPE,34,274727,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_ASSET,5262,269499,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_ASSET_YOY,4679,270082,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_COMPRE_INCOME,112990,161771,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_COMPRE_INCOME_YOY,91122,183639,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_CREDITOR_INVEST,4326,270435,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_CREDITOR_INVEST_YOY,2382,272379,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_CURRENT_ASSET,189873,84888,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_CURRENT_ASSET_YOY,160982,113779,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_CURRENT_LIAB,125759,149002,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_CURRENT_LIAB_YOY,94180,180581,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_EQUITY_INVEST,52554,222207,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_EQUITY_INVEST_YOY,40356,234405,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_EQUITY_OTHER,8864,265897,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_EQUITY_OTHER_YOY,59,274702,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_EQUITY_TOOL,23503,251258,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_EQUITY_TOOL_YOY,9641,265120,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_LIAB,5305,269456,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_LIAB_YOY,4648,270113,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_NONCURRENT_ASSET,149382,125379,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_NONCURRENT_ASSET_YOY,120201,154560,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_NONCURRENT_FINASSET,34293,240468,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_NONCURRENT_FINASSET_YOY,24833,249928,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_NONCURRENT_LIAB,65288,209473,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_NONCURRENT_LIAB_YOY,45873,228888,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_PAYABLE,149538,125223,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_PAYABLE_YOY,133790,140971,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_RECE,142219,132542,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OTHER_RECE_YOY,126359,148402,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OUTWARD_REMIT,102,274659,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,OUTWARD_REMIT_YOY,29,274732,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PARENT_EQUITY_BALANCE,229843,44918,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PARENT_EQUITY_BALANCE_YOY,2794,271967,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PARENT_EQUITY_OTHER,38273,236488,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PARENT_EQUITY_OTHER_YOY,213,274548,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PEND_MORTGAGE_ASSET,106,274655,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PEND_MORTGAGE_ASSET_YOY,31,274730,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PERPETUAL_BOND,13051,261710,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PERPETUAL_BOND_PAYBALE,9633,265128,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PERPETUAL_BOND_PAYBALE_YOY,37,274724,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PERPETUAL_BOND_YOY,2640,272121,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PLEDGE_LOAN,179,274582,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PLEDGE_LOAN_YOY,9,274752,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,POLICY_BONUS_PAYABLE,252,274509,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,POLICY_BONUS_PAYABLE_YOY,224,274537,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PRECIOUS_METAL,1043,273718,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PRECIOUS_METAL_YOY,836,273925,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREDICT_CURRENT_LIAB,512,274249,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREDICT_CURRENT_LIAB_YOY,316,274445,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREDICT_LIAB,71173,203588,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREDICT_LIAB_YOY,52756,222005,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREFERRED_SHARES,10617,264144,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREFERRED_SHARES_PAYBALE,9654,265107,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREFERRED_SHARES_PAYBALE_YOY,45,274716,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREFERRED_SHARES_YOY,722,274039,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREMIUM_RECE,3808,270953,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREMIUM_RECE_YOY,373,274388,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREPAYMENT,263691,11070,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PREPAYMENT_YOY,241226,33535,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PRODUCTIVE_BIOLOGY_ASSET,11427,263334,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PRODUCTIVE_BIOLOGY_ASSET_YOY,6353,268408,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PROJECT_MATERIAL,32998,241763,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,PROJECT_MATERIAL_YOY,24158,250603,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RC_RESERVE_RECE,3654,271107,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RC_RESERVE_RECE_YOY,318,274443,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RECEIVABLES,1826,272935,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RECEIVABLES_YOY,1574,273187,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REFUND_CAPITAL_DEPOSIT,321,274440,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REFUND_CAPITAL_DEPOSIT_YOY,298,274463,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REFUND_DEPOSIT_PAY,2422,272339,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REFUND_DEPOSIT_PAY_YOY,2228,272533,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REFUND_DEPOSIT_RECE,21,274740,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REFUND_DEPOSIT_RECE_YOY,14,274747,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REINSURE_PAYABLE,3677,271084,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REINSURE_PAYABLE_YOY,353,274408,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REINSURE_RECE,3725,271036,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REINSURE_RECE_YOY,346,274415,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REPORT_DATE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REPORT_DATE_NAME,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,REPORT_TYPE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RHD_RESERVE_RECE,216,274545,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RHD_RESERVE_RECE_YOY,194,274567,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RLD_RESERVE_RECE,204,274557,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RLD_RESERVE_RECE_YOY,182,274579,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RUC_RESERVE_RECE,217,274544,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RUC_RESERVE_RECE_YOY,195,274566,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RUD_RESERVE_RECE,218,274543,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,RUD_RESERVE_RECE_YOY,196,274565,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SECUCODE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SECURITY_CODE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SECURITY_NAME_ABBR,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SECURITY_TYPE_CODE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SELL_REPO_FINASSET,9237,265524,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SELL_REPO_FINASSET_YOY,5041,269720,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SETTLE_EXCESS_RESERVE,6429,268332,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SETTLE_EXCESS_RESERVE_YOY,2725,272036,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHARE_CAPITAL,272980,1781,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHARE_CAPITAL_YOY,251020,23741,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHORT_BOND_PAYABLE,1865,272896,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHORT_BOND_PAYABLE_YOY,230,274531,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHORT_FIN_PAYABLE,1839,272922,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHORT_FIN_PAYABLE_YOY,1541,273220,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHORT_LOAN,213512,61249,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SHORT_LOAN_YOY,182645,92116,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SPECIAL_PAYABLE,34017,240744,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SPECIAL_PAYABLE_YOY,23769,250992,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SPECIAL_RESERVE,53041,221720,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SPECIAL_RESERVE_YOY,42101,232660,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,STAFF_SALARY_PAYABLE,269233,5528,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,STAFF_SALARY_PAYABLE_YOY,246374,28387,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SUBBOND_PAYABLE,113,274648,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SUBBOND_PAYABLE_YOY,51,274710,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SUBROGATION_RECE,2,274759,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SUBROGATION_RECE_YOY,0,274761,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SUBSIDY_RECE,1514,273247,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SUBSIDY_RECE_YOY,40,274721,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SURPLUS_RESERVE,267907,6854,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,SURPLUS_RESERVE_YOY,245530,29231,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TAX_PAYABLE,271132,3629,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TAX_PAYABLE_YOY,248841,25920,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TIME_DEPOSIT,321,274440,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TIME_DEPOSIT_YOY,298,274463,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_ASSETS,274753,8,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_ASSETS_YOY,252668,22093,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_CURRENT_ASSETS,267893,6868,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_CURRENT_ASSETS_YOY,246191,28570,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_CURRENT_LIAB,267881,6880,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_CURRENT_LIAB_YOY,246180,28581,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_EQUITY,273482,1279,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_EQUITY_YOY,251498,23263,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_LIABILITIES,274258,503,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_LIABILITIES_YOY,252032,22729,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_LIAB_EQUITY,273498,1263,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_LIAB_EQUITY_YOY,251536,23225,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_NONCURRENT_ASSETS,267810,6951,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_NONCURRENT_ASSETS_YOY,246049,28712,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_NONCURRENT_LIAB,252766,21995,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_NONCURRENT_LIAB_YOY,226420,48341,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_OTHER_PAYABLE,265142,9619,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_OTHER_PAYABLE_YOY,243022,31739,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_OTHER_RECE,258538,16223,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_OTHER_RECE_YOY,236281,38480,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_PARENT_EQUITY,274713,48,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TOTAL_PARENT_EQUITY_YOY,252616,22145,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINASSET,31491,243270,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINASSET_NOTFVTPL,64320,210441,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINASSET_NOTFVTPL_YOY,44137,230624,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINASSET_YOY,19075,255686,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINLIAB,6714,268047,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINLIAB_NOTFVTPL,11354,263407,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINLIAB_NOTFVTPL_YOY,5606,269155,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_FINLIAB_YOY,1513,273248,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_RISK_RESERVE,551,274210,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_RISK_RESERVE_YOY,376,274385,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_SEAT_FEE,602,274159,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TRADE_SEAT_FEE_YOY,477,274284,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TREASURY_SHARES,45558,229203,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,TREASURY_SHARES_YOY,28810,245951,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UC_RESERVE,224,274537,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UC_RESERVE_YOY,201,274560,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UD_RESERVE,224,274537,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UD_RESERVE_YOY,201,274560,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UNASSIGN_RPOFIT,271528,3233,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UNASSIGN_RPOFIT_YOY,249242,25519,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UNCONFIRM_INVEST_LOSS,4469,270292,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UNCONFIRM_INVEST_LOSS_YOY,1804,272957,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,UPDATE_DATE,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,USERIGHT_ASSET,68114,206647,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,USERIGHT_ASSET_YOY,48563,226198,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,ingest_time_utc,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,source_code6,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,source_dataset,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,source_em,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,source_family,274761,0,DEVELOPMENT_ONLY_COMPLETE
balance_sheet_report_em,source_file,274761,0,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ABLE_OCI,86432,183211,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ABLE_OCI_BALANCE,93,269550,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ABLE_OCI_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ABLE_OCI_OTHER,3805,265838,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ABLE_OCI_OTHER_YOY,1721,267922,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ABLE_OCI_YOY,71651,197992,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ACF_END_INCOME,5432,264211,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ACF_END_INCOME_YOY,2384,267259,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AFA_FAIRVALUE_CHANGE,12613,257030,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AFA_FAIRVALUE_CHANGE_YOY,8552,261091,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AGENT_SECURITY_NI,2299,267344,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AGENT_SECURITY_NI_YOY,2104,267539,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AMORTIZE_COMPENSATE_EXPENSE,293,269350,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AMORTIZE_COMPENSATE_EXPENSE_YOY,272,269371,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AMORTIZE_INSURANCE_RESERVE,291,269352,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AMORTIZE_INSURANCE_RESERVE_YOY,268,269375,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AMORTIZE_REINSURE_EXPENSE,294,269349,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,AMORTIZE_REINSURE_EXPENSE_YOY,273,269370,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSETMANAGE_FEE_NI,633,269010,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSETMANAGE_FEE_NI_YOY,450,269193,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_DISPOSAL_INCOME,97868,171775,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_DISPOSAL_INCOME_YOY,71067,198576,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_IMPAIRMENT_INCOME,85350,184293,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_IMPAIRMENT_INCOME_YOY,61210,208433,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_IMPAIRMENT_LOSS,112732,156911,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_IMPAIRMENT_LOSS_YOY,93982,175661,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_MANAGE_NI,2199,267444,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,ASSET_MANAGE_NI_YOY,1952,267691,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BANK_INTEREST_EXPENSE,66,269577,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BANK_INTEREST_EXPENSE_YOY,61,269582,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BANK_INTEREST_INCOME,66,269577,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BANK_INTEREST_INCOME_YOY,61,269582,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BANK_INTEREST_NI,84,269559,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BANK_INTEREST_NI_YOY,61,269582,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BASIC_EPS,246124,23519,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BASIC_EPS_YOY,222691,46952,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BROKER_FEE_NI,627,269016,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BROKER_FEE_NI_YOY,445,269198,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BROKER_NI,348,269295,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BROKER_NI_YOY,14,269629,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BUSINESS_MANAGE_EXPENSE,5268,264375,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,BUSINESS_MANAGE_EXPENSE_YOY,4796,264847,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CASHFLOW_HEDGE_VALID,6298,263345,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CASHFLOW_HEDGE_VALID_YOY,3783,265860,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,COMMISSION_NI_OTHER,182,269461,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,COMMISSION_NI_OTHER_YOY,95,269548,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,COMPENSATE_EXPENSE,293,269350,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,COMPENSATE_EXPENSE_YOY,272,269371,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CONTINUED_NETPROFIT,130399,139244,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CONTINUED_NETPROFIT_YOY,109028,160615,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CONVERT_DIFF,74040,195603,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CONVERT_DIFF_YOY,61867,207776,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDITOR_FAIRVALUE_CHANGE,4171,265472,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDITOR_FAIRVALUE_CHANGE_YOY,2396,267247,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDITOR_IMPAIRMENT_RESERVE,3158,266485,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDITOR_IMPAIRMENT_RESERVE_YOY,1706,267937,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDITRISK_FAIRVALUE_CHANGE,780,268863,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDITRISK_FAIRVALUE_CHANGE_YOY,27,269616,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDIT_IMPAIRMENT_INCOME,94495,175148,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDIT_IMPAIRMENT_INCOME_YOY,73970,195673,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDIT_IMPAIRMENT_LOSS,2397,267246,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CREDIT_IMPAIRMENT_LOSS_YOY,1669,267974,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,CURRENCY,269628,15,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,253457,16186,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT_YOY,231761,37882,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,DILUTED_EPS,226386,43257,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,DILUTED_EPS_YOY,203490,66153,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,DISCONTINUED_NETPROFIT,5695,263948,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,DISCONTINUED_NETPROFIT_YOY,1979,267664,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EARNED_PREMIUM,2595,267048,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EARNED_PREMIUM_BALANCE,0,269643,DEVELOPMENT_ONLY_COMPLETE
profit_sheet_report_em,EARNED_PREMIUM_BALANCE_YOY,0,269643,DEVELOPMENT_ONLY_COMPLETE
