field_id,representation_id,source_field_id,source_family,source_table,source_field,temporal_semantics,search_eligible,allowed_routes,historical_revision_replay_supported,seed_a_proposal_count,seed_b_proposal_count,strict_count,survivor_seed_count,cross_seed_exact_survivor,legacy_phase3ga_cm_cn_exposure,runtime_scope
fund_pr_operate_cost_source_yoy,cn.rep.8babfa952ca95d6e66dd677f74a76e2e,cn.sf.8eded9d8f64935d7bb8127e1b903da91,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_COST_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_operate_profit_delta,cn.rep.aa31dc5ab836fecf757a276727d17ec2,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_operate_profit_yoy,cn.rep.a27940b123c0882266293a6521dc06ea,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_PROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_operate_profit_slope,cn.rep.e8bb5f3f251ee8637d9fd034182008ca,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_operate_profit_persistence,cn.rep.7ab89d015bf6c2b61ebc878ee66b2f30,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_operate_profit_acceleration,cn.rep.dc9283e3f4ba0e6ebab0afbe4a834b20,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_operate_profit_source_yoy,cn.rep.a5ff6dc23acaf03deba0fab971566e05,cn.sf.de8bc02b548427e0834958fe6e11c819,canonical_fundamental_growth,profit_sheet_report_em,OPERATE_PROFIT_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_parent_netprofit_delta,cn.rep.e4b3cff90bdf07c018fcafa4b75257e1,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_parent_netprofit_yoy,cn.rep.e03a3cf54a7dde2fc4193ca3243b54af,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_growth,profit_sheet_report_em,PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_parent_netprofit_slope,cn.rep.fde651f2c785c25694babedd2a028a60,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_parent_netprofit_persistence,cn.rep.86d218f0d419839be1c4a3922c7d7d7c,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_parent_netprofit_acceleration,cn.rep.1ecb237a0f623d8d5c88b0efd8e04754,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_parent_netprofit_source_yoy,cn.rep.e9ecda324e9c1ef079b454a4ef5263ab,cn.sf.c6b2cdf3ecf87f91d7caf6033dd1b870,canonical_fundamental_growth,profit_sheet_report_em,PARENT_NETPROFIT_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_deduct_parent_netprofit_delta,cn.rep.1c807ae8ca893ebe11fde39fe2d579bd,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_deduct_parent_netprofit_yoy,cn.rep.944081a02c7ceb5c61c5c251097ada55,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_growth,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_deduct_parent_netprofit_slope,cn.rep.2ae0a89b4076aa44863d63ca694e6a51,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_deduct_parent_netprofit_persistence,cn.rep.91df0a49c32e2ffc499a3b4aa3cb4da8,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_deduct_parent_netprofit_acceleration,cn.rep.71ed18339eece7e111b2a3540b3d3f59,cn.sf.c65cd42f3a63e05187bcca4b06b540d0,canonical_fundamental_profitability,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_pr_deduct_parent_netprofit_source_yoy,cn.rep.0754e59e015fd07403dac2425c8153a0,cn.sf.623b7dbe1b2975730ddb4d544dcb2f2e,canonical_fundamental_growth,profit_sheet_report_em,DEDUCT_PARENT_NETPROFIT_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_operate_delta,cn.rep.38b34cff929d244eae039019a3e56eb9,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,2,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_operate_yoy,cn.rep.fe0f6b98f132e08d172f7b7488e35888,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_OPERATE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_operate_slope,cn.rep.e00bc3e10b45c4a60ab6ab68fba4dec3,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_operate_persistence,cn.rep.d2b48b85c94b2f29b63ec4af3ae3eedf,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_operate_acceleration,cn.rep.e70a4cc65303a74658df2b9a53874270,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_operate_source_yoy,cn.rep.09914b7a9e83546d6750001b85e20911,cn.sf.fa3bb4d6340a17ccec873a89588f0e8e,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_OPERATE_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_invest_delta,cn.rep.7862743c1b89668eaa47153169041853,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,2,1,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_invest_yoy,cn.rep.345d3611322da382e4977d77cf359995,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_INVEST,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_invest_slope,cn.rep.c7b3d61a540bbaec9d5a5620a9759401,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_invest_persistence,cn.rep.327114371317e3c429bedd1b56d83065,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_invest_acceleration,cn.rep.4754004c3be5c421a8f846517ca1fd29,cn.sf.d95e1bc17303fc72c0c9d5dab6da2607,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_INVEST,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_invest_source_yoy,cn.rep.d3fceaef00cf8a98d6a82883dbb90dad,cn.sf.4e06b714c687cc0de7cc1c411ba15ad2,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_INVEST_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_finance_delta,cn.rep.dd7a88db9a2ff04787f0a6c9808bad75,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,2,2,1,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_finance_yoy,cn.rep.817d08cf59e2456482688940df75f549,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_FINANCE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_finance_slope,cn.rep.b29ed2ed5097b826a19532651473354b,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_finance_persistence,cn.rep.248cfcf8718ef5c565c135f1ade6b7cf,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_finance_acceleration,cn.rep.b06da5d9c6bcc262d4ee6ed2250f911f,cn.sf.d176e498cbf88ead524db0f203a3967a,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,NETCASH_FINANCE,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_netcash_finance_source_yoy,cn.rep.c3d0ac3796719b935be90c9600c89573,cn.sf.56d851ec4c038f357cb5b1ea8fcc9e9c,canonical_fundamental_growth,cash_flow_sheet_report_em,NETCASH_FINANCE_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_construct_long_asset_delta,cn.rep.581596de9a8a251b886fa3447f06fe68,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_construct_long_asset_yoy,cn.rep.969bb2fa869730fb45129b627f23d4bf,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_growth,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_construct_long_asset_slope,cn.rep.02e8c0d559318445d7331b093dfc7ea4,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_construct_long_asset_persistence,cn.rep.af13a34822ed6cd71066fa1220b63b63,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_construct_long_asset_acceleration,cn.rep.dfa04ff479849179e33c0b626a6a93a5,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,2,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_ca_construct_long_asset_source_yoy,cn.rep.f8caeaffd1a9b58a82437872b8cf650a,cn.sf.b4e3400210cfe32f21686b825b0e7c79,canonical_fundamental_growth,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET_YOY,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,2,2,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_leverage_liabilities_assets,cn.rep.54c448b44ab871f941c2077a6b22f36f,cn.sf.911bcfaee1a839850a29432cd89e35a8,canonical_fundamental_leverage,balance_sheet_report_em,TOTAL_LIABILITIES,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_leverage_equity_assets,cn.rep.be5e146fd9b4aa20fbc32cd53a8c1330,cn.sf.0f0bfac4037c3ade1c551b83fd48478f,canonical_fundamental_leverage,balance_sheet_report_em,TOTAL_EQUITY,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,2,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_liquidity_current_ratio,cn.rep.0967ed394648d1e67d13dd7c2daef15d,cn.sf.924d664bf492b3f85c7bbf23f21006ec,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,TOTAL_CURRENT_ASSETS,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_liquidity_cash_current_liab,cn.rep.041cc2587d78a351f9ca4511b23efff2,cn.sf.3d34b8e640c583e9d6b9da8325c3006a,canonical_fundamental_liquidity_solvency,balance_sheet_report_em,MONETARYFUNDS,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_working_capital_receivables_assets,cn.rep.c6b97ba35e4a83ad608f1e2c8ae47971,cn.sf.b2ca74da8aa8c7a407ef9f61f8ff7209,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_RECE,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_working_capital_inventory_assets,cn.rep.6c77f9fcf957e76deeb92522787a5fdf,cn.sf.b8125b47ca797d0c04fc5edc8d729586,canonical_fundamental_working_capital,balance_sheet_report_em,INVENTORY,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_working_capital_payables_assets,cn.rep.f27917796d8b0c2c739b3aecdbb637bc,cn.sf.e5984e907750728bdd7a9045c518e5e8,canonical_fundamental_working_capital,balance_sheet_report_em,ACCOUNTS_PAYABLE,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_profit_parent_margin,cn.rep.b31506bc1e764670f22a017676f727e4,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_profitability,profit_sheet_report_em,PARENT_NETPROFIT,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,2,2,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_profit_operating_margin,cn.rep.d8454c2d2487230f26eaa1eb1f4ad022,cn.sf.1409adb48bf424a5264d90a847340575,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_PROFIT,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_profit_gross_margin,cn.rep.61012e8115c1a9f3521cc5b8f9e10f28,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_profitability,profit_sheet_report_em,OPERATE_INCOME,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_cashflow_cfo_profit,cn.rep.da08cfb5426da4d5f7dd84b8d1bd006a,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,2,1,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_cashflow_cfo_revenue,cn.rep.299d0399679853b6f094b3e3a02a9032,cn.sf.9c00cdc912ddbe4532cd57fc68e1f64a,canonical_fundamental_cashflow_quality,cash_flow_sheet_report_em,NETCASH_OPERATE,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_accruals_profit_minus_cfo_assets,cn.rep.dc4c9b40da83dfe4e6c15188fa2c009a,cn.sf.38e4dc3066b0469543df0f19cac13657,canonical_fundamental_accruals,profit_sheet_report_em,PARENT_NETPROFIT,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,2,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_capex_construct_assets,cn.rep.49f55327a1946cf8decf161ac3347214,cn.sf.dcba6994a5a66b67286a51bb573c1256,canonical_fundamental_capital_investment,cash_flow_sheet_report_em,CONSTRUCT_LONG_ASSET,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_efficiency_revenue_assets,cn.rep.ea51da172d0a4a69d4ef55bdc4d26de8,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_operating_efficiency,profit_sheet_report_em,OPERATE_INCOME,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_efficiency_fixed_asset_intensity,cn.rep.4d21331528dad338b70da9cecfd89254,cn.sf.5d1556b20b4bd64f0481038c60683efc,canonical_fundamental_operating_efficiency,balance_sheet_report_em,FIXED_ASSET,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_count_log,cn.rep.939d893c516caf12bea8475d313cbf29,cn.sf.c85042cbf88a455c9d57707708d9f212,canonical_fundamental_shareholder_structure,main_stock_holder_sina,股东总数,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_count_log_change,cn.rep.51941a1a3a444a15f49caf12114a6756,cn.sf.c85042cbf88a455c9d57707708d9f212,canonical_fundamental_shareholder_structure,main_stock_holder_sina,股东总数,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_average_shares_log,cn.rep.579f5a79708c242af457d7a7dd2da057,cn.sf.abffbbaf4b59a6914c3b2912abf60253,canonical_fundamental_shareholder_structure,main_stock_holder_sina,平均持股数,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,2,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_average_shares_log_change,cn.rep.2d1991c0991ae4b10e0ff67984fc2651,cn.sf.abffbbaf4b59a6914c3b2912abf60253,canonical_fundamental_shareholder_structure,main_stock_holder_sina,平均持股数,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_top10_share_ratio,cn.rep.2e1c196bf841e2e1da47271a566a7b22,cn.sf.3416b46334e88c1c912066008d959254,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股比例,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_top10_share_ratio_change,cn.rep.8116d94872eeff303f146ae0cd36c2cc,cn.sf.3416b46334e88c1c912066008d959254,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股比例,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_top10_shares_log,cn.rep.44261cfef0e656efd7b072fa358308a4,cn.sf.742d585250f36bfb03c7216e7e8fa7b6,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股数量,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,0,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_holder_top10_shares_log_change,cn.rep.183df9aa518da10f8b47773ef1c316a5,cn.sf.742d585250f36bfb03c7216e7e8fa7b6,canonical_fundamental_shareholder_structure,main_stock_holder_sina,持股数量,SLOW_CHANGE,True,"[""SLOW_TEMPORAL_CHANGE""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_disclosure_balance_pulse,cn.rep.d492f654855668bd8d928f7c52d9e376,cn.sf.60d83a7afdd194b37a2c575c23983508,canonical_fundamental_disclosure_timing_staleness,balance_sheet_report_em,TOTAL_ASSETS,DISCLOSURE_PULSE,True,"[""DISCLOSURE_EVENT""]",False,2,2,4,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_disclosure_balance_age_sessions,cn.rep.5fff985e03191d8ddf2262a25608c7e5,cn.sf.60d83a7afdd194b37a2c575c23983508,canonical_fundamental_disclosure_timing_staleness,balance_sheet_report_em,TOTAL_ASSETS,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,2,2,1,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_disclosure_profit_pulse,cn.rep.98737d4edbac05f63bcc5be5a14b7adc,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_disclosure_timing_staleness,profit_sheet_report_em,OPERATE_INCOME,DISCLOSURE_PULSE,True,"[""DISCLOSURE_EVENT""]",False,2,2,4,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
fund_disclosure_profit_age_sessions,cn.rep.0c3a3397106414a9fe3feb2300b02a3c,cn.sf.e38de6f9f8762c5948fa9062142f26f5,canonical_fundamental_disclosure_timing_staleness,profit_sheet_report_em,OPERATE_INCOME,ASOF_LEVEL,True,"[""SLOW_CROSS_SECTIONAL_LEVEL""]",False,2,0,0,0,False,False,UNIFIED_DEVELOPMENT_DISCOVERY_ONLY
