runner,field_id,source_family,registered,physically_available,pit_qualified,search_eligible,generator_visible,proposal_count,legal_count,canonical_identity_count,exact_identity_count,signal_cluster_count,admission_count,strict_count,full_development_reward_count,survivor_count,cross_seed_exact_count,proxy_count,feedback_count,evidence_ceiling
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_ths_hot_last_pct,lagged_daily_context,True,True,True,True,True,2,2,2,2,1,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,ctx_ths_hot_last_price,lagged_daily_context,True,True,True,False,True,543,543,66,543,0,9,8,8,0,0,27,6,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_ths_hot_last_price,lagged_daily_context,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,ctx_ths_hot_rank,lagged_daily_context,True,True,True,True,True,527,527,66,527,0,3,3,3,0,0,28,6,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_ths_hot_rank,lagged_daily_context,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,ctx_ths_hot_rank_diff,lagged_daily_context,True,True,True,True,True,524,524,63,524,0,3,3,3,0,0,21,8,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_ths_hot_rank_diff,lagged_daily_context,True,True,True,True,True,4,4,2,2,3,2,2,2,1,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,ctx_zls_df_num,lagged_daily_context,True,True,True,True,True,198,198,45,198,0,3,2,2,0,0,9,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_zls_df_num,lagged_daily_context,True,True,True,True,True,4,4,4,4,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,ctx_zls_lbgd,lagged_daily_context,True,True,True,False,True,191,191,43,191,0,2,2,2,0,0,11,2,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_zls_lbgd,lagged_daily_context,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,ctx_zls_strong,lagged_daily_context,True,True,True,False,True,191,191,46,191,0,4,4,4,0,0,19,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_zls_strong,lagged_daily_context,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,ctx_zls_ztjs,lagged_daily_context,True,True,True,False,True,189,189,45,189,0,4,4,4,0,0,15,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,ctx_zls_ztjs,lagged_daily_context,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,dataset_route_id,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,dataset_route_id,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,date,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,date,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_active,event_state,True,True,True,False,True,100,100,16,100,2,3,0,0,0,0,8,23,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_active,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_age_min,event_state,True,True,True,False,True,97,97,12,97,2,2,0,0,0,0,5,2,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_age_min,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_amount,event_state,True,True,True,False,True,96,96,12,96,2,2,0,0,0,0,8,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_amount,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_auction_buy,event_state,True,True,True,False,True,172,172,12,172,2,4,0,0,0,0,11,2,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_auction_buy,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_auction_money,event_state,True,True,True,False,True,723,723,28,723,153,18,4,4,0,0,68,1,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_auction_money,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_auction_offer,event_state,True,True,True,False,True,174,174,12,174,2,2,0,0,0,0,11,1,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_auction_offer,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_auction_pre1max_ratio,event_state,True,True,True,False,True,732,732,28,732,158,25,13,13,0,0,73,1,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_auction_pre1max_ratio,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_auction_turnover,event_state,True,True,True,False,True,703,703,28,703,148,13,6,6,0,0,69,2,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_auction_turnover,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_cutoff_minute,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_cutoff_minute,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_fd_close,event_state,True,True,True,False,True,745,745,28,745,168,26,7,7,0,0,90,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_fd_close,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_fd_max,event_state,True,True,True,False,True,172,172,12,172,2,4,0,0,0,0,10,8,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_fd_max,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_type_code,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_type_code,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,evt_uplimit_up_limit_keep_times,event_state,True,True,True,False,True,3807,3807,26,3807,454,48,38,38,0,0,180,25,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,evt_uplimit_up_limit_keep_times,event_state,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,exec_date,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,exec_date,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_accruals_profit_minus_cfo_assets,canonical_fundamental_accruals,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_accruals_profit_minus_cfo_assets,canonical_fundamental_accruals,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_payable_acceleration,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_payable_acceleration,canonical_fundamental_working_capital,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_payable_delta,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_payable_delta,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_payable_persistence,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_payable_persistence,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_payable_slope,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_payable_slope,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_payable_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_payable_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_payable_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_payable_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_rece_acceleration,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_rece_acceleration,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_rece_delta,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_rece_delta,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_rece_persistence,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_rece_persistence,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_rece_slope,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_rece_slope,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_rece_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_rece_source_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ba_accounts_rece_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_accounts_rece_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_fixed_asset_acceleration,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_fixed_asset_acceleration,canonical_fundamental_capital_investment,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_fixed_asset_delta,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_fixed_asset_delta,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_fixed_asset_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_fixed_asset_persistence,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_fixed_asset_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_fixed_asset_slope,canonical_fundamental_capital_investment,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_fixed_asset_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_fixed_asset_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_fixed_asset_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_fixed_asset_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_inventory_acceleration,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_inventory_acceleration,canonical_fundamental_working_capital,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_inventory_delta,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_inventory_delta,canonical_fundamental_working_capital,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_inventory_persistence,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_inventory_persistence,canonical_fundamental_working_capital,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_inventory_slope,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_inventory_slope,canonical_fundamental_working_capital,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_inventory_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_inventory_source_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,fund_ba_inventory_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_inventory_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_monetaryfunds_acceleration,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_monetaryfunds_acceleration,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_monetaryfunds_delta,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_monetaryfunds_delta,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_monetaryfunds_persistence,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_monetaryfunds_persistence,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_monetaryfunds_slope,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_monetaryfunds_slope,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_monetaryfunds_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_monetaryfunds_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_monetaryfunds_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_monetaryfunds_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_assets_acceleration,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_assets_acceleration,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_assets_delta,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_assets_delta,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_assets_persistence,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_assets_persistence,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_assets_slope,canonical_fundamental_size,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_assets_slope,canonical_fundamental_size,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_assets_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_assets_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_assets_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_assets_yoy,canonical_fundamental_growth,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_assets_acceleration,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_assets_acceleration,canonical_fundamental_liquidity_solvency,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_assets_delta,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_assets_delta,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_assets_persistence,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_assets_persistence,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_assets_slope,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_assets_slope,canonical_fundamental_liquidity_solvency,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_assets_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,fund_ba_total_current_assets_source_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,fund_ba_total_current_assets_yoy,canonical_fundamental_growth,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
