runner,field_id,source_family,registered,physically_available,pit_qualified,search_eligible,generator_visible,proposal_count,legal_count,canonical_identity_count,exact_identity_count,signal_cluster_count,admission_count,strict_count,full_development_reward_count,survivor_count,cross_seed_exact_count,proxy_count,feedback_count,evidence_ceiling
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_bars,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_high,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_high,firstN,True,True,True,True,True,4,4,4,4,3,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_last_close,firstN,True,True,True,True,True,3034,3034,29,3034,656,73,73,73,0,0,331,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_last_close,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_last_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_last_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_low,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_low,firstN,True,True,True,True,True,4,4,2,2,4,2,2,2,0,2,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first5_range,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_range,firstN,True,True,True,True,True,2,2,2,2,2,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_vol,firstN,True,True,True,True,True,10,10,3,10,10,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_vol,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,m1_first5_vwap,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_vwap,firstN,True,True,True,True,True,4,4,4,4,4,2,2,2,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,m1_first5_vwap_return_vs_open,firstN,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,m1_first5_vwap_return_vs_open,firstN,True,True,True,True,True,4,4,4,4,3,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,open,raw_1min,True,True,True,True,True,5717,5717,36,5717,1258,126,126,126,0,0,562,0,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,open,raw_1min,True,True,True,True,True,16,16,16,16,12,4,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,pct_chg,raw_1min,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,pct_chg,raw_1min,True,True,True,True,True,34,34,30,30,18,16,8,8,0,4,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,ret_1m,raw_1min,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,ret_1m,raw_1min,True,True,True,True,True,40,40,36,36,22,14,12,12,0,4,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,signal_time,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,signal_time,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,state_bar_return_sign,intraday_derived_state,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,state_bar_return_sign,intraday_derived_state,True,True,True,True,True,14,14,14,14,7,4,4,4,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,state_close_range_location_sign,intraday_derived_state,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,state_close_range_location_sign,intraday_derived_state,True,True,True,True,True,20,20,14,14,8,10,6,6,0,6,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,state_intraday_return_sign,intraday_derived_state,True,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,state_intraday_return_sign,intraday_derived_state,True,True,True,True,True,22,22,16,16,9,6,2,2,0,6,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,trade_time,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
UNIFIED_DEVELOPMENT_DISCOVERY,trade_time,metadata,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,vol,raw_1min,True,True,True,False,True,270,270,14,270,270,3,3,3,0,0,10,2,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,vol,raw_1min,True,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,PROPOSAL_OR_NOT_EVALUATED
LEGACY_PHASE3GA_CM_CN,volume,raw_1min,True,True,True,True,True,1880,1880,36,1880,591,14,9,9,0,0,107,9,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,volume,raw_1min,True,True,True,True,True,20,20,20,20,15,8,6,6,0,0,0,0,DEVELOPMENT_ONLY_NOT_OOS
LEGACY_PHASE3GA_CM_CN,vwap,raw_1min,True,True,True,True,True,9167,9167,44,9167,2632,206,192,192,0,0,576,117,DEVELOPMENT_ONLY_NOT_OOS
UNIFIED_DEVELOPMENT_DISCOVERY,vwap,raw_1min,True,True,True,True,True,38,38,32,32,21,14,8,8,0,6,0,0,DEVELOPMENT_ONLY_NOT_OOS
