field_id,representation_id,source_field_id,source_family,source_table,source_field,entity_scope,temporal_semantics,observable_clock,maturity_rule,pit_status,unit_status,field_role,search_eligible,allowed_routes,blocked_reason
ctx_ths_hot_rank_diff,cn.rep.24815417109325cd97b8817c1ba4aa71,cn.sf.da602ec3f760519431b4b84a5c4d187d,lagged_daily_context,true1min_augmented_panel,ctx_ths_hot_rank_diff,STOCK,PREVIOUS_SESSION_STOCK_CONTEXT,previous_session,1 sessions,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,interaction-only,True,"[""SLOW_CROSS_SECTIONAL_LEVEL"", ""SLOW_TEMPORAL_CHANGE""]",
ctx_zls_df_num,cn.rep.530cebb9bb594cdfc258f9ca9691a013,cn.sf.78a2115ee1fc8f097ef4ad089e83c268,lagged_daily_context,true1min_augmented_panel,ctx_zls_df_num,MARKET,PREVIOUS_SESSION_MARKET_STATE,previous_session,1 sessions,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,True,"[""MARKET_REGIME_CONDITION""]",
ctx_zls_lbgd,cn.rep.003e5196d446864731e69463dbdcfe29,cn.sf.23759642f9b9c3f312576c15d2769b5c,lagged_daily_context,true1min_augmented_panel,ctx_zls_lbgd,MARKET,PREVIOUS_SESSION_MARKET_STATE,previous_session,1 sessions,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
ctx_zls_strong,cn.rep.be82b8fc986cfa51fb617f4bff162da5,cn.sf.03fa95065bcf52164497e622ab522fda,lagged_daily_context,true1min_augmented_panel,ctx_zls_strong,MARKET,PREVIOUS_SESSION_MARKET_STATE,previous_session,1 sessions,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
ctx_zls_ztjs,cn.rep.12b6a64ce692741b11ce1f8803333c5c,cn.sf.c406f8a0cd3c948ba60e93f1600c8a08,lagged_daily_context,true1min_augmented_panel,ctx_zls_ztjs,MARKET,PREVIOUS_SESSION_MARKET_STATE,previous_session,1 sessions,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
dataset_route_id,cn.rep.cbbc91259131e3a2231255bea03dd322,cn.sf.70f248968036c18482fa14d28182266d,metadata,true1min_augmented_panel,dataset_route_id,STOCK,METADATA,metadata_only,0 rows,PIT_VERSIONED_HISTORY,NOT_APPLICABLE_METADATA,blocked,False,[],identifier/label/clock metadata is not a searchable feature
date,cn.rep.337477641b6ce1c4f0d1eee431baf2d7,cn.sf.84493ceac4d3024e95c53588f6d9c04d,metadata,true1min_augmented_panel,date,STOCK,METADATA,metadata_only,0 rows,PIT_VERSIONED_HISTORY,NOT_APPLICABLE_METADATA,blocked,False,[],identifier/label/clock metadata is not a searchable feature
evt_uplimit_active,cn.rep.68bf92967b3d50efd8c7eaadb470206b,cn.sf.91da4138bc34ff0f570ad8ddfe63b6a2,event_state,true1min_augmented_panel,evt_uplimit_active,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_age_min,cn.rep.4a7f469c309dffcfed7585ac8c5fa15c,cn.sf.ae45dec1da24450cf6c0631ac21c5e0c,event_state,true1min_augmented_panel,evt_uplimit_age_min,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_amount,cn.rep.b29f1b8ae8a3d5dbd8e60fe67f104e01,cn.sf.9cbea8a2b587ce5442f3cddaffbd2e24,event_state,true1min_augmented_panel,evt_uplimit_amount,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_auction_buy,cn.rep.9020d545d2a6d512f13282364065da60,cn.sf.f88aef5e27548cf92e687706b67230a3,event_state,true1min_augmented_panel,evt_uplimit_auction_buy,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
evt_uplimit_auction_money,cn.rep.f3d1fb2698fab6248a75e55b25fd7831,cn.sf.fd8439421e7e1243bdd61723c567501f,event_state,true1min_augmented_panel,evt_uplimit_auction_money,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_auction_offer,cn.rep.5e0db568277260e13624d3787a02761e,cn.sf.cf967c5676bf71411e899cf64d6fc83e,event_state,true1min_augmented_panel,evt_uplimit_auction_offer,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
evt_uplimit_auction_pre1max_ratio,cn.rep.097c7d6aec407ec2705d9cfcfa7b004c,cn.sf.dacfd0004d757892b712fdd5003cd226,event_state,true1min_augmented_panel,evt_uplimit_auction_pre1max_ratio,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_auction_turnover,cn.rep.f7f27b4719e7289edc50fa460c296ba7,cn.sf.1be302898678bd85017c26c5f3f26127,event_state,true1min_augmented_panel,evt_uplimit_auction_turnover,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
evt_uplimit_cutoff_minute,cn.rep.c09c2d3b944dc8e5ac45311eaf93cf32,cn.sf.31db513ea9bfebfa2974a9c399cf5388,event_state,true1min_augmented_panel,evt_uplimit_cutoff_minute,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
evt_uplimit_fd_close,cn.rep.010037fb9ad410b09077165755fd66c0,cn.sf.948c3f86bacfa8506a35728183b100c2,event_state,true1min_augmented_panel,evt_uplimit_fd_close,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_fd_max,cn.rep.babe3033a7d7d9540d094f4c817f73ec,cn.sf.30153096203ca9187fa7fbaeab37bd12,event_state,true1min_augmented_panel,evt_uplimit_fd_max,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,state-only,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
evt_uplimit_type_code,cn.rep.2e0049f5060aabeaa6edd49ade99ab2a,cn.sf.3b8ed66bbfabccdb5d282f713bfa7935,event_state,true1min_augmented_panel,evt_uplimit_type_code,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
evt_uplimit_up_limit_keep_times,cn.rep.d28207768151670aefb56c3d6b5c66fb,cn.sf.e2ccbce160b639b1a48403cc44b55287,event_state,true1min_augmented_panel,evt_uplimit_up_limit_keep_times,STOCK,LATCHED_OBSERVATION_OR_EVENT_ATTRIBUTE,event_time,0 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,state-only,False,[],NO_DIRECT_TYPED_ROUTE_USE_FROZEN_EVENT_ENTRY_OR_DERIVED_REPRESENTATION
exec_date,cn.rep.7f2a4fdc754e8172757f30b8e1010a2c,cn.sf.8c34ee5595d08f852667c24f2c62fcf1,metadata,true1min_augmented_panel,exec_date,STOCK,METADATA,metadata_only,0 rows,PIT_VERSIONED_HISTORY,NOT_APPLICABLE_METADATA,blocked,False,[],identifier/label/clock metadata is not a searchable feature
high,cn.rep.a163d3befca931633a6185b7eaf5c35b,cn.sf.e63e0162f9ee5a1cc0f4d7b09b578a5b,raw_1min,true1min_augmented_panel,high,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
intraday_ret_from_open,cn.rep.e96fb2c9f0d9da680687323d1fe0f6ae,cn.sf.55ec8d1cbad581839da568b8db129b18,raw_1min,true1min_augmented_panel,intraday_ret_from_open,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
label_horizon,cn.rep.09f6a645155f5778cf462c8ffc315fb3,cn.sf.d0629da048af6262e19d8327b797176a,metadata,true1min_augmented_panel,label_horizon,STOCK,METADATA,metadata_only,0 rows,PIT_VERSIONED_HISTORY,NOT_APPLICABLE_METADATA,blocked,False,[],identifier/label/clock metadata is not a searchable feature
low,cn.rep.a24282e2c82e94c62dab47348534b71d,cn.sf.155ca942c67e3b7985fdca8bf70262e2,raw_1min,true1min_augmented_panel,low,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
m1_first15_amount,cn.rep.e48dc7a9edb3228d5b03edf89d9ce5cb,cn.sf.dac52e2772efd966434ed3ab72a4a1d1,firstN,true1min_augmented_panel,m1_first15_amount,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_bars,cn.rep.cb3a176ac889b234ad004bd27bd64764,cn.sf.ae498b3396af7de21385c5242da24be9,firstN,true1min_augmented_panel,m1_first15_bars,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_high,cn.rep.b589aabf65333e880a7b01b288a86acb,cn.sf.a8aa5d6567b767e8af6efe70307c9280,firstN,true1min_augmented_panel,m1_first15_high,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_last_close,cn.rep.c50f9ad7a7bc9bf834271c6e1660fe0b,cn.sf.64bdabb8d16889ca3a2f48844da3ba77,firstN,true1min_augmented_panel,m1_first15_last_close,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_last_return_vs_open,cn.rep.4a27f71e143bbd3850e2841122a1ba85,cn.sf.94c4c0e03bf78de13e05d917b0988473,firstN,true1min_augmented_panel,m1_first15_last_return_vs_open,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_low,cn.rep.956f8a53f215763f97c272e2a35d22d1,cn.sf.2e262247c9e7a211c0f1200d8726e968,firstN,true1min_augmented_panel,m1_first15_low,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_range,cn.rep.8219be60377825c9821bfe55c6ac7164,cn.sf.bbbd40440f8881b288a57431dfa58d16,firstN,true1min_augmented_panel,m1_first15_range,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_vol,cn.rep.05e2a8cdb6bc31ea013bac68a9093e66,cn.sf.365c561eedcc460841478a5906c7150e,firstN,true1min_augmented_panel,m1_first15_vol,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_vwap,cn.rep.398e786f7bca6a3b37fbd8c5c67f88d5,cn.sf.e99e04d5947ea206d85df7a10e8639c3,firstN,true1min_augmented_panel,m1_first15_vwap,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first15_vwap_return_vs_open,cn.rep.b07d969d67b884197a0dadbd92355ccb,cn.sf.d85236653b6ff387ad0f8166bad2b2da,firstN,true1min_augmented_panel,m1_first15_vwap_return_vs_open,STOCK,FIRSTN_SESSION_PATH,first_n_end,15 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_amount,cn.rep.28171c479cd31113e37c2fa2a2aa5622,cn.sf.4071b949aa0b606dea3d5affdf12b126,firstN,true1min_augmented_panel,m1_first30_amount,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_bars,cn.rep.f90751aae9b02fa58e801a010b94a58e,cn.sf.9d17a84737f7a71ccef3204a27273a6f,firstN,true1min_augmented_panel,m1_first30_bars,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_high,cn.rep.4b2e0560b39210e30f583abbd2aea18b,cn.sf.99338edb9bfdb0026faa8c1791bfd14b,firstN,true1min_augmented_panel,m1_first30_high,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_last_close,cn.rep.ac48eff6ac5bef0793194caa6c0c95f2,cn.sf.28bdc6fa6eae1bb091fe3fdbdc2292e1,firstN,true1min_augmented_panel,m1_first30_last_close,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_last_return_vs_open,cn.rep.78cbe23f8d491a73ad0f85de586e3750,cn.sf.516fa273abbb897d5de04c0f931e5ea4,firstN,true1min_augmented_panel,m1_first30_last_return_vs_open,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_low,cn.rep.401739cfb148419e8911727a127eec19,cn.sf.5c4146eff78a79f09b45b1f6f3362ca0,firstN,true1min_augmented_panel,m1_first30_low,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_range,cn.rep.62b001c68d1b1a74ca6e220f3b66ffe6,cn.sf.65516ece64c223d650dce2a7dc49f5bb,firstN,true1min_augmented_panel,m1_first30_range,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_vol,cn.rep.ebfb7a505115b79ec7c544ca703bdab6,cn.sf.6a584ae9e12d8935d9cae4ab78c0713e,firstN,true1min_augmented_panel,m1_first30_vol,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_vwap,cn.rep.258b031a829ec66c0145434d0e3d4620,cn.sf.b0894f5a8439f3332cd5bfd1e3f2ca04,firstN,true1min_augmented_panel,m1_first30_vwap,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first30_vwap_return_vs_open,cn.rep.84bc6d75e70fc9f038cdb47e67478828,cn.sf.0d80b1d57da21ca516faeacce269c69a,firstN,true1min_augmented_panel,m1_first30_vwap_return_vs_open,STOCK,FIRSTN_SESSION_PATH,first_n_end,30 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_amount,cn.rep.e974632e9bbd0f3f7b70e94d2322bbeb,cn.sf.b85e7c60e6103ff84a0b858046d66817,firstN,true1min_augmented_panel,m1_first5_amount,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_bars,cn.rep.6430019d7f10df4561a082eeb8b39493,cn.sf.7e215312ca1aa88c3659c28846bdeb3a,firstN,true1min_augmented_panel,m1_first5_bars,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_high,cn.rep.811f6273d040359787036b540a043ab4,cn.sf.a87d7c0090faf776bd6c99b9c652dcd1,firstN,true1min_augmented_panel,m1_first5_high,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_last_close,cn.rep.4a2394c362c964c9fa85089fc47e12cc,cn.sf.3721303329eed7a4a5e3d9147f8bc48f,firstN,true1min_augmented_panel,m1_first5_last_close,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_last_return_vs_open,cn.rep.b6fc3d8c1497c50367af54c5b744c1f6,cn.sf.74ec135277513e6994a5daef703391d8,firstN,true1min_augmented_panel,m1_first5_last_return_vs_open,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_low,cn.rep.8c08df3145786129884d577eb1309003,cn.sf.703aa4836f709ff594b0a1125c34ba60,firstN,true1min_augmented_panel,m1_first5_low,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_range,cn.rep.cffab69605863392df2947630fe915b4,cn.sf.a6a4a55efb5bb293d93ee0d9234226ad,firstN,true1min_augmented_panel,m1_first5_range,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_vol,cn.rep.1ebf79e6ee4bb987ae25ba0837de743c,cn.sf.5067e4d55d8d3551e4c465d41912885b,firstN,true1min_augmented_panel,m1_first5_vol,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_vwap,cn.rep.4cf44c97e283cc1cb9ec3dc1202f678f,cn.sf.4c3888d084193fdf894714891603ed1b,firstN,true1min_augmented_panel,m1_first5_vwap,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
m1_first5_vwap_return_vs_open,cn.rep.2a8472e39931ef70e85e307bcb21e294,cn.sf.a6915d593fccc76567eb995d05774efa,firstN,true1min_augmented_panel,m1_first5_vwap_return_vs_open,STOCK,FIRSTN_SESSION_PATH,first_n_end,5 minutes,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""FIRSTN_PATH""]",
open,cn.rep.362dc88da85c2046f132f83ef9d76bc8,cn.sf.0fddf97283d443a785620454f62c6abd,raw_1min,true1min_augmented_panel,open,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
pct_chg,cn.rep.ff25d250e767d497a03a512194193e34,cn.sf.e175250817b067c80c690ce8e2ea6e72,raw_1min,true1min_augmented_panel,pct_chg,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
ret_1m,cn.rep.92264a877f9fcf2b53483a2833631e12,cn.sf.7ac67c3e2be8e149c3c02a4842c21173,raw_1min,true1min_augmented_panel,ret_1m,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
signal_time,cn.rep.10a9733a7e067a150432a06cda730921,cn.sf.87fb5fb07a77c21bdb43df21f9849fdc,metadata,true1min_augmented_panel,signal_time,STOCK,METADATA,metadata_only,0 rows,PIT_VERSIONED_HISTORY,NOT_APPLICABLE_METADATA,blocked,False,[],identifier/label/clock metadata is not a searchable feature
trade_time,cn.rep.f2a61521d00e3b6b2c23826e4197d24b,cn.sf.d30bb5c343b12809416c0d6b66f636e4,metadata,true1min_augmented_panel,trade_time,STOCK,METADATA,metadata_only,0 rows,PIT_VERSIONED_HISTORY,NOT_APPLICABLE_METADATA,blocked,False,[],identifier/label/clock metadata is not a searchable feature
vol,cn.rep.7db9f32dff40e295b88cda792e401a58,cn.sf.b698d90e27f5efa6d8aff5eb0feda806,raw_1min,true1min_augmented_panel,vol,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_NOT_ASSERTED,primary,False,[],SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
volume,cn.rep.37586cc1d0f15ac15e1af9daacc3df48,cn.sf.b3b8dd2f68bd26ca55a68c5e2e0561f4,raw_1min,true1min_augmented_panel,volume,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
vwap,cn.rep.83d251a9f86f7e4fec75b8902aaa881b,cn.sf.b4279506efdad23a752311a627c7060d,raw_1min,true1min_augmented_panel,vwap,STOCK,BAR_VALUE,bar_close,0 bars,PIT_VERSIONED_HISTORY,ASSERTED_FROM_EXACT_ACTIVE121_FIELD,primary,True,"[""MINUTE_STATIC"", ""FIRSTN_PATH"", ""INTRADAY_STATE_TRANSITION"", ""MARKET_REGIME_CONDITION""]",
state_intraday_return_sign,cn.rep.6a8433736b97fb018bf96165ffe34a83,cn.sf.55ec8d1cbad581839da568b8db129b18,intraday_derived_state,true1min_augmented_panel,intraday_ret_from_open,STOCK,INTRADAY_DERIVED_STATE,bar_close,bar_close,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_ASSERTED,state-only,True,"[""INTRADAY_STATE_TRANSITION""]",
state_bar_return_sign,cn.rep.dfd0a1200ee1fb031cbc1045300a8e3f,cn.sf.7ac67c3e2be8e149c3c02a4842c21173,intraday_derived_state,true1min_augmented_panel,ret_1m,STOCK,INTRADAY_DERIVED_STATE,bar_close,bar_close,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_ASSERTED,state-only,True,"[""INTRADAY_STATE_TRANSITION""]",
state_close_range_location_sign,cn.rep.66223a3dbde32dbcb8a1a489c9ae1bb0,cn.sf.d40f8f20500150cfff77216ced9c2922,intraday_derived_state,true1min_augmented_panel,close|high|low,STOCK,INTRADAY_DERIVED_STATE,bar_close,bar_close,PIT_VERSIONED_HISTORY,SOURCE_UNIT_GLOSSARY_ASSERTED,state-only,True,"[""INTRADAY_STATE_TRANSITION""]",
