field_uid,field_name,record_kind,data_family,source_table,source_field,entity_scope,semantic_role,field_role,dtype,observable_time,maturity,pit_status,materialization_status,search_status,recommended_routes,source_artifact,blocked_reason
source::cn_source::balance_sheet_report_em::FVTOCI_FINASSET,balance_sheet_report_em.FVTOCI_FINASSET,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTOCI_FINASSET,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTOCI_FINASSET_YOY,balance_sheet_report_em.FVTOCI_FINASSET_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTOCI_FINASSET_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTOCI_NCFINASSET,balance_sheet_report_em.FVTOCI_NCFINASSET,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTOCI_NCFINASSET,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTOCI_NCFINASSET_YOY,balance_sheet_report_em.FVTOCI_NCFINASSET_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTOCI_NCFINASSET_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTPL_FINASSET,balance_sheet_report_em.FVTPL_FINASSET,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTPL_FINASSET,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTPL_FINASSET_YOY,balance_sheet_report_em.FVTPL_FINASSET_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTPL_FINASSET_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTPL_FINLIAB,balance_sheet_report_em.FVTPL_FINLIAB,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTPL_FINLIAB,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::FVTPL_FINLIAB_YOY,balance_sheet_report_em.FVTPL_FINLIAB_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,FVTPL_FINLIAB_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::GENERAL_RISK_RESERVE,balance_sheet_report_em.GENERAL_RISK_RESERVE,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,GENERAL_RISK_RESERVE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::GENERAL_RISK_RESERVE_YOY,balance_sheet_report_em.GENERAL_RISK_RESERVE_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,GENERAL_RISK_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::GOODWILL,balance_sheet_report_em.GOODWILL,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,GOODWILL,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::GOODWILL_YOY,balance_sheet_report_em.GOODWILL_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,GOODWILL_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HD_RESERVE,balance_sheet_report_em.HD_RESERVE,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HD_RESERVE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HD_RESERVE_YOY,balance_sheet_report_em.HD_RESERVE_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HD_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HEDGE_RESERVE,balance_sheet_report_em.HEDGE_RESERVE,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HEDGE_RESERVE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HEDGE_RESERVE_YOY,balance_sheet_report_em.HEDGE_RESERVE_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HEDGE_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HOLDSALE_ASSET,balance_sheet_report_em.HOLDSALE_ASSET,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HOLDSALE_ASSET,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HOLDSALE_ASSET_YOY,balance_sheet_report_em.HOLDSALE_ASSET_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HOLDSALE_ASSET_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HOLDSALE_LIAB,balance_sheet_report_em.HOLDSALE_LIAB,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HOLDSALE_LIAB,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HOLDSALE_LIAB_YOY,balance_sheet_report_em.HOLDSALE_LIAB_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HOLDSALE_LIAB_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HOLD_MATURITY_INVEST,balance_sheet_report_em.HOLD_MATURITY_INVEST,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HOLD_MATURITY_INVEST,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::HOLD_MATURITY_INVEST_YOY,balance_sheet_report_em.HOLD_MATURITY_INVEST_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,HOLD_MATURITY_INVEST_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::IND_ACC_ASSET,balance_sheet_report_em.IND_ACC_ASSET,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,IND_ACC_ASSET,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::IND_ACC_ASSET_YOY,balance_sheet_report_em.IND_ACC_ASSET_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,IND_ACC_ASSET_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::IND_ACC_LIAB,balance_sheet_report_em.IND_ACC_LIAB,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,IND_ACC_LIAB,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::IND_ACC_LIAB_YOY,balance_sheet_report_em.IND_ACC_LIAB_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,IND_ACC_LIAB_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::INSURANCE_CONTRACT_RESERVE,balance_sheet_report_em.INSURANCE_CONTRACT_RESERVE,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,INSURANCE_CONTRACT_RESERVE,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::INSURANCE_CONTRACT_RESERVE_YOY,balance_sheet_report_em.INSURANCE_CONTRACT_RESERVE_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,INSURANCE_CONTRACT_RESERVE_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::INSURED_DEPOSIT_INVEST,balance_sheet_report_em.INSURED_DEPOSIT_INVEST,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,INSURED_DEPOSIT_INVEST,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::INSURED_DEPOSIT_INVEST_YOY,balance_sheet_report_em.INSURED_DEPOSIT_INVEST_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,INSURED_DEPOSIT_INVEST_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::INSURED_PLEDGE_LOAN,balance_sheet_report_em.INSURED_PLEDGE_LOAN,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,INSURED_PLEDGE_LOAN,STOCK_REPORT_PERIOD,FUNDAMENTAL_LEVEL|FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_XS_LEVEL|SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
source::cn_source::balance_sheet_report_em::INSURED_PLEDGE_LOAN_YOY,balance_sheet_report_em.INSURED_PLEDGE_LOAN_YOY,SOURCE_FIELD,fundamental_balance_sheet,balance_sheet_report_em,INSURED_PLEDGE_LOAN_YOY,STOCK_REPORT_PERIOD,FUNDAMENTAL_CHANGE|DISCLOSURE_EVENT,blocked,double,NEXT_SESSION_AFTER_MAX_NOTICE_UPDATE,next_session_after_disclosure,PIT_SAFE_CURRENT_SNAPSHOT_ONLY,PIT_SIDECAR_REGISTERED_LAZY_NOT_MINUTE_EXPANDED,NOT_DIRECTLY_EXPOSED,SLOW_TEMPORAL_CHANGE|DISCLOSURE_EVENT,reports/cn_field_universe_search_exposure_audit_20260714/fundamental_source_universe.csv,NO_FORMAL_SEARCH_IN_THIS_TASK; SOURCE_UNIT_GLOSSARY_NOT_ASSERTED
