path,suffix,size_bytes,policy_class,reason,short_positive_sample_rows,short_zero_sample_rows,candidate_level,column_count,sample_rows
reports\phase3dw_local_shadow_cm_reward_b2_20260702\phase3cm_incremental_shard_meta.csv,.csv,2,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,0,0
reports\phase3dw_local_shadow_cm_reward_b2_20260702\phase3cm_train_reward_partial.csv,.csv,341805,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,73,200
reports\phase3dy_true1min_tplus1_tradable_replay_20260702_smoke\PHASE3DY_TRUE1MIN_TPLUS1_TRADABLE_REPLAY_20260702.md,.md,2787,likely_cn_long_only,markdown mentions long-only,0,0,False,,
reports\phase3dy_true1min_tplus1_tradable_replay_20260702_smoke\phase3dy_true1min_tplus1_tradable_replay_summary.json,.json,2043,likely_cn_long_only,path indicates long-only,0,0,False,,
reports\phase3eh_longonly_smoke_20260704\phase3cm_candidate_split_horizon_summary.csv,.csv,10913,likely_cn_long_only,path or columns indicate long-only,0,0,False,23,36
reports\phase3eh_longonly_smoke_20260704\phase3cm_candidate_train_reward_summary.csv,.csv,5249,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,4
reports\phase3eh_longonly_smoke_20260704\PHASE3CM_TRAIN_PORTFOLIO_SORTINO_REWARD_AUDIT_20260623.md,.md,3252,likely_cn_long_only,markdown mentions long-only,0,0,False,,
reports\phase3eh_longonly_smoke_20260704\phase3cm_train_reward.csv,.csv,5249,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,4
reports\phase3eh_longonly_smoke_20260704\phase3cm_train_reward_audit_summary.json,.json,3025,cn_long_only_verified,json summary says short_allowed false or long_only portfolio_mode,0,0,False,,
reports\phase3eh_longonly_smoke_pnl_20260704\phase3cm_candidate_split_horizon_summary.csv,.csv,3786,likely_cn_long_only,path or columns indicate long-only,0,0,False,23,12
reports\phase3eh_longonly_smoke_pnl_20260704\phase3cm_candidate_train_reward_summary.csv,.csv,3231,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,2
reports\phase3eh_longonly_smoke_pnl_20260704\PHASE3CM_TRAIN_PORTFOLIO_SORTINO_REWARD_AUDIT_20260623.md,.md,2520,likely_cn_long_only,markdown mentions long-only,0,0,False,,
reports\phase3eh_longonly_smoke_pnl_20260704\phase3cm_train_reward.csv,.csv,3231,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,2
reports\phase3eh_longonly_smoke_pnl_20260704\phase3cm_train_reward_audit_summary.json,.json,3015,cn_long_only_verified,json summary says short_allowed false or long_only portfolio_mode,0,0,False,,
reports\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,.csv,14720919,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,60,200
reports\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_budget_pool_pack_summary.json,.json,1222,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
reports\phase3eh_stage0_trainonly_dv_pack_20260704\PHASE3DV_BUDGET_POOL_SELF_DEEPEN_PACK_20260630.md,.md,835,legacy_assume_long_short_recheck_required,risky phase markdown without long-only marker,0,0,False,,
reports\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_cluster_budget_table.csv,.csv,37132,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,64,91
reports\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_seed_budget_table.csv,.csv,25728,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,76,19
reports\phase3eh_stage0_trainonly_dv_pack_20260704\phase3eh_local_trainonly_pack_manifest.json,.json,1825,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
reports\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,.csv,29434035,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,60,200
reports\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_pack_summary.json,.json,1222,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
reports\phase3eh_stage0_trainonly_wide_dv_pack_20260704\PHASE3DV_BUDGET_POOL_SELF_DEEPEN_PACK_20260630.md,.md,835,legacy_assume_long_short_recheck_required,risky phase markdown without long-only marker,0,0,False,,
reports\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_cluster_budget_table.csv,.csv,37132,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,64,91
reports\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_seed_budget_table.csv,.csv,25728,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,76,19
reports\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3eh_wide_trainonly_pack_manifest.json,.json,917,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cl_bz_fragment_replay_20260622_batch1\phase3bz_candidate_fragment_summary.csv,.csv,5046,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,27,8
runtime\phase3cl_bz_fragment_replay_20260622_batch1\phase3bz_fragment_replay_summary.json,.json,2010,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cl_bz_fragment_replay_20260622_batch1\phase3bz_fragment_rows.csv,.csv,3087076,short_leg_present_proxy_only,sample rows have short_count > 0,200,0,False,17,200
runtime\phase3cl_bz_fragment_replay_20260622_batch1\phase3bz_shard_meta.csv,.csv,1086,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,10,4
runtime\phase3cl_bz_fragment_replay_20260622_batch2\phase3bz_candidate_fragment_summary.csv,.csv,4764,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,27,8
runtime\phase3cl_bz_fragment_replay_20260622_batch2\phase3bz_fragment_replay_summary.json,.json,2017,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cl_bz_fragment_replay_20260622_batch2\phase3bz_fragment_rows.csv,.csv,3158761,short_leg_present_proxy_only,sample rows have short_count > 0,200,0,False,17,200
runtime\phase3cl_bz_fragment_replay_20260622_batch2\phase3bz_shard_meta.csv,.csv,1086,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,10,4
runtime\phase3cl_bz_fragment_replay_20260622_batch3\phase3bz_candidate_fragment_summary.csv,.csv,4886,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,27,8
runtime\phase3cl_bz_fragment_replay_20260622_batch3\phase3bz_fragment_replay_summary.json,.json,2017,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cl_bz_fragment_replay_20260622_batch3\phase3bz_fragment_rows.csv,.csv,2896766,short_leg_present_proxy_only,sample rows have short_count > 0,200,0,False,17,200
runtime\phase3cl_bz_fragment_replay_20260622_batch3\phase3bz_shard_meta.csv,.csv,1086,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,10,4
runtime\phase3cl_bz_fragment_replay_20260622_batch4\phase3bz_candidate_fragment_summary.csv,.csv,4904,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,27,8
runtime\phase3cl_bz_fragment_replay_20260622_batch4\phase3bz_fragment_replay_summary.json,.json,2017,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cl_bz_fragment_replay_20260622_batch4\phase3bz_fragment_rows.csv,.csv,2983006,short_leg_present_proxy_only,sample rows have short_count > 0,200,0,False,17,200
runtime\phase3cl_bz_fragment_replay_20260622_batch4\phase3bz_shard_meta.csv,.csv,1086,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,10,4
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_candidate_progress.csv,.csv,410,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,2
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_candidate_split_horizon_summary.csv,.csv,6944,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,19,18
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_candidate_train_reward_summary.csv,.csv,2794,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,47,2
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_incremental_checkpoint_summary.json,.json,447,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_incremental_shard_meta.csv,.csv,434,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,12,1
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_shard_meta.csv,.csv,434,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,12,1
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_train_reward.csv,.csv,2794,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,47,2
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_train_reward_audit_summary.json,.json,1736,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cm_checkpoint_smoke_20260623\phase3cm_train_reward_partial.csv,.csv,2794,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,47,2
runtime\phase3cm_recover_local_challenger_cem_q20_20260623\phase3cm_candidate_progress.csv,.csv,74544,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,200
runtime\phase3cm_recover_local_challenger_cem_q20_20260623\phase3cm_incremental_checkpoint_summary.json,.json,455,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cm_recover_local_challenger_cem_q20_20260623\phase3cm_incremental_shard_meta.csv,.csv,1197,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,12,4
runtime\phase3cm_recover_local_challenger_cem_q20_20260623\phase3cm_train_reward_partial.csv,.csv,154694,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,50,160
runtime\phase3cm_recover_local_rx_typed_q20_20260623\phase3cm_candidate_progress.csv,.csv,96754,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,200
runtime\phase3cm_recover_local_rx_typed_q20_20260623\phase3cm_incremental_checkpoint_summary.json,.json,455,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cm_recover_local_rx_typed_q20_20260623\phase3cm_incremental_shard_meta.csv,.csv,1201,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,12,4
runtime\phase3cm_recover_local_rx_typed_q20_20260623\phase3cm_train_reward_partial.csv,.csv,184527,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,50,192
runtime\phase3cp_local_sleep_feedback_fresh_q30_20260624\phase3cm_train_reward\phase3cm_candidate_progress.csv,.csv,71518,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,200
runtime\phase3cp_local_sleep_feedback_fresh_q30_20260624\phase3cm_train_reward\phase3cm_incremental_checkpoint_summary.json,.json,455,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3cp_local_sleep_feedback_fresh_q30_20260624\phase3cm_train_reward\phase3cm_incremental_shard_meta.csv,.csv,452,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,12,1
runtime\phase3cp_local_sleep_feedback_fresh_q30_20260624\phase3cm_train_reward\phase3cm_train_reward_partial.csv,.csv,304284,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,50,200
runtime\phase3cx_integrated_train_only_feedback_smoke_20260626\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,.csv,2878,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,47,2
runtime\phase3cx_integrated_train_only_feedback_smoke_20260626\phase3cm_reward_fixture\phase3cm_train_reward.csv,.csv,2878,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,47,2
runtime\phase3cx_integrated_train_only_feedback_smoke_20260626\phase3cm_reward_fixture\phase3cm_train_reward_audit_summary.json,.json,235,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_01.csv,.csv,185236,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,86,96
runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_02.csv,.csv,184604,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,86,96
runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_03.csv,.csv,185105,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,86,96
runtime\phase3dc_local_train_reward_complement_20260627\phase3cm_train_reward_chunks\candidate_chunk_04.csv,.csv,185225,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,86,96
runtime\phase3do_c_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,.csv,8138012,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,90,200
runtime\phase3do_c_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_train_reward.csv,.csv,8138012,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,90,200
runtime\phase3do_c_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_train_reward_audit_summary.json,.json,257,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_candidate_train_reward_summary.csv,.csv,16664929,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,90,200
runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_train_reward.csv,.csv,16664929,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,90,200
runtime\phase3do_d_local_light_fresh_prep_20260629\phase3cm_reward_fixture\phase3cm_train_reward_audit_summary.json,.json,257,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_candidate_progress.csv,.csv,408,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,2
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_candidate_split_horizon_summary.csv,.csv,8253,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,23,18
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_candidate_train_reward_summary.csv,.csv,3955,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,70,2
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_incremental_checkpoint_summary.json,.json,447,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_incremental_shard_meta.csv,.csv,838,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,24,1
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_shard_meta.csv,.csv,838,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,24,1
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_train_reward.csv,.csv,3955,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,70,2
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_train_reward_audit_summary.json,.json,2664,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3dp_regime_cache_smoke_20260629\phase3cm_train_reward_partial.csv,.csv,3955,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,70,2
runtime\phase3dw_local_shadow_cm_reward_20260702\phase3cm_candidate_progress.csv,.csv,8726,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,64
runtime\phase3dw_local_shadow_cm_reward_20260702\phase3cm_incremental_checkpoint_summary.json,.json,455,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3dw_local_shadow_cm_reward_20260702\phase3cm_incremental_shard_meta.csv,.csv,2,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,0,0
runtime\phase3dw_local_shadow_cm_reward_20260702\phase3cm_train_reward_partial.csv,.csv,59852,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,73,64
runtime\phase3dw_local_shadow_cm_reward_b2_20260702\phase3cm_candidate_progress.csv,.csv,51287,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,11,200
runtime\phase3dw_local_shadow_cm_reward_b2_20260702\phase3cm_incremental_checkpoint_summary.json,.json,458,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3dw_local_shadow_cm_reward_b2_20260702\phase3cm_incremental_shard_meta.csv,.csv,2,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,False,0,0
runtime\phase3dw_local_shadow_cm_reward_b2_20260702\phase3cm_train_reward_partial.csv,.csv,341805,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,73,200
runtime\phase3dy_true1min_tplus1_tradable_replay_20260702_smoke\phase3dy_candidate_tradable_metrics.csv,.csv,7856,likely_cn_long_only,path or columns indicate long-only,0,0,True,17,6
runtime\phase3dy_true1min_tplus1_tradable_replay_20260702_smoke\phase3dy_eval_errors.csv,.csv,2,likely_cn_long_only,path or columns indicate long-only,0,0,False,0,0
runtime\phase3dy_true1min_tplus1_tradable_replay_20260702_smoke\phase3dy_shard_manifest.csv,.csv,295,likely_cn_long_only,path or columns indicate long-only,0,0,False,5,1
runtime\phase3dy_true1min_tplus1_tradable_replay_20260702_smoke\phase3dy_true1min_tplus1_tradable_replay_summary.json,.json,2043,likely_cn_long_only,path indicates long-only,0,0,False,,
runtime\phase3eh_longonly_smoke_20260704\phase3cm_candidate_split_horizon_summary.csv,.csv,10913,likely_cn_long_only,path or columns indicate long-only,0,0,False,23,36
runtime\phase3eh_longonly_smoke_20260704\phase3cm_candidate_train_reward_summary.csv,.csv,5249,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,4
runtime\phase3eh_longonly_smoke_20260704\phase3cm_shard_meta.csv,.csv,1093,likely_cn_long_only,path or columns indicate long-only,0,0,False,32,1
runtime\phase3eh_longonly_smoke_20260704\phase3cm_train_reward.csv,.csv,5249,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,4
runtime\phase3eh_longonly_smoke_20260704\phase3cm_train_reward_audit_summary.json,.json,3025,cn_long_only_verified,json summary says short_allowed false or long_only portfolio_mode,0,0,False,,
runtime\phase3eh_longonly_smoke_pnl_20260704\phase3cm_candidate_split_horizon_summary.csv,.csv,3786,likely_cn_long_only,path or columns indicate long-only,0,0,False,23,12
runtime\phase3eh_longonly_smoke_pnl_20260704\phase3cm_candidate_train_reward_summary.csv,.csv,3231,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,2
runtime\phase3eh_longonly_smoke_pnl_20260704\phase3cm_portfolio_pnl_rows.csv,.csv,2468,cn_long_only_verified,portfolio_mode long_only and sample short_count zero,0,7,False,26,7
runtime\phase3eh_longonly_smoke_pnl_20260704\phase3cm_shard_meta.csv,.csv,1076,likely_cn_long_only,path or columns indicate long-only,0,0,False,32,1
runtime\phase3eh_longonly_smoke_pnl_20260704\phase3cm_train_reward.csv,.csv,3231,likely_cn_long_only,path or columns indicate long-only,0,0,True,72,2
runtime\phase3eh_longonly_smoke_pnl_20260704\phase3cm_train_reward_audit_summary.json,.json,3015,cn_long_only_verified,json summary says short_allowed false or long_only portfolio_mode,0,0,False,,
runtime\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,.csv,14720919,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,60,200
runtime\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_budget_pool_pack_summary.json,.json,1222,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3eh_stage0_trainonly_dv_pack_20260704\PHASE3DV_BUDGET_POOL_SELF_DEEPEN_PACK_20260630.md,.md,835,legacy_assume_long_short_recheck_required,risky phase markdown without long-only marker,0,0,False,,
runtime\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_cluster_budget_table.csv,.csv,37132,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,64,91
runtime\phase3eh_stage0_trainonly_dv_pack_20260704\phase3dv_seed_budget_table.csv,.csv,25728,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,76,19
runtime\phase3eh_stage0_trainonly_source_20260704\phase3eh_stage0_trainonly_source.csv,.csv,8688368,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,71,200
runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_candidate_audit.csv,.csv,29434035,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,60,200
runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_budget_pool_pack_summary.json,.json,1222,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\PHASE3DV_BUDGET_POOL_SELF_DEEPEN_PACK_20260630.md,.md,835,legacy_assume_long_short_recheck_required,risky phase markdown without long-only marker,0,0,False,,
runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_cluster_budget_table.csv,.csv,37132,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,64,91
runtime\phase3eh_stage0_trainonly_wide_dv_pack_20260704\phase3dv_seed_budget_table.csv,.csv,25728,legacy_assume_long_short_recheck_required,Phase3CM/BZ/EG/EH artifact lacks explicit long-only proof,0,0,True,76,19
runtime\run_plans\phase3cm_train_sortino_reward_chain_20260623.json,.json,2608,legacy_assume_long_short_recheck_required,risky phase json without long-only marker,0,0,False,,
